state,Zip,postings_seen
MD,21851,3
ID,83646,3
ID,83648,3
IL,62095,3
MI,48342,3
LA,70648,3
NY,12525,3
SD,57071,3
SD,57110,3
AL,36505,3
AL,36509,3
AL,36522,3
WI,53713-3215,3
AL,36544,3
MO,63334,3
IL,62056,3
ID,83617,3
CO,81215,3
CO,81225,3
PA,17364,3
OH,44057,3
CO,81303,3
MD,21136,3
MD,21114,3
MO,63117,3
AZ,85546,3
VA,23603,3
VA,23661,3
IN,47528,3
IN,47532,3
PA,17094,3
PA,17104,3
PA,17538,3
NC,27344,3
NC,27409,3
NC,27359,3
NC,27374,3
VA,23701,3
VA,23708,3
VA,23487,3
NC,27524,3
AZ,85539,3
MI,48429,3
VA,24210,3
IA,52003,3
NC,27244,3
IA,51591,3
NC,27376,3
NC,27295,3
NC,27546,3
IA,51111,3
IA,51232,3
IA,51445,3
IA,51455,3
IA,51246,3
CA,95492,3
NY,12180,3
CA,95608,3
CA,95482,3
IN,47670,3
AZ,86033,3
AZ,86046,3
IA,51241,3
IA,51338,3
IA,51351,3
MA,02743,3
IN,47586,3
GA,30129,3
GA,30105,3
GA,30106,3
IN,47708,3
NY,12440,3
NY,12401,3
MO,63119,3
MO,63125,3
MO,63112,3
WI,53956,3
WI,53960,3
WI,53963,3
CO,81419,3
MD,21205,3
FL,33312,3
CO,81635,3
CO,81637,3
CO,81611,3
CO,81612,3
WI,54025,3
MN,56633,3
MN,56636,3
TN,37015,3
GA,30188,3
NY,11780,3
GA,30170,3
FL,33180,3
CO,81625,3
FL,33406,3
FL,33407,3
VA,23181,3
VA,23117,3
VA,23146,3
NC,27609,3
NC,27609-7347,3
NC,27892,3
NC,27849,3
SD,57785,3
NY,12054,3
NY,12056,3
NY,12033,3
NY,12047,3
NY,12123,3
SD,57472,3
SD,57625,3
NC,27703,3
NY,11739,3
MI,48912,3
MI,48919,3
PA,17009,3
OH,44108,3
PA,17028,3
OH,44090,3
OH,44127,3
NC,28023,3
NC,28150,3
IN,46322,3
ME,04224,3
NY,11710,3
NY,11719,3
GA,30248,3
NY,11727,3
CA,95363,3
CA,95366,3
TN,37090,3
CA,95320,3
CA,95354,3
LA,70767,3
VA,22810,3
NC,28091,3
MN,56667,3
WI,54022-5013,3
ID,83877,3
MI,49042,3
PA,17401,3
PA,17318,3
PA,17339,3
CA,95361,3
NC,28301,3
CA,90032,3
IA,51023,3
IA,50841,3
VA,22304,3
LA,70721,3
KY,41169,3
PA,16673,3
TN,37692,3
TN,37411,3
ME,04107,3
CA,90001,3
IA,50846,3
IA,51001,3
NC,28217,3
NC,28273,3
WI,54143-3887,3
WI,54153,3
MD,21230,3
TN,37321,3
TN,37363,3
TN,37384,3
TN,37352,3
TN,37659,3
FL,33082,3
MN,56567,3
MN,56465,3
MN,56628,3
MN,56515,3
MN,56531,3
MN,56544,3
AL,36420,3
GA,30320,3
NY,11554,3
NY,11559,3
NY,11411,3
UT,84751,3
CA,90071,3
UT,84767,3
NC,28315,3
LA,70722,3
CA,90017,3
TN,37748,3
CA,95112,3
TN,37857,3
TN,37777,3
TN,37807,3
GA,30314,3
FL,33004,3
WI,54165-1174,3
WI,54136,3
IL,60037,3
MI,49004,3
MI,49007,3
MI,48911,3
WI,54180,3
IN,47122,3
PA,16833,3
PA,16853,3
CT,06069,3
CT,06071,3
CT,06088,3
OH,44254,3
OH,44260,3
MN,56273,3
MN,56277,3
WI,54305-2310,3
WI,54245,3
MN,56330,3
MN,56353,3
IL,60104,3
KY,41031,3
OH,44288,3
OH,44302,3
PA,16423,3
MD,20613,3
OH,44420,3
IN,47243,3
IN,47108,3
PA,16646,3
CA,90620,3
UT,84631,3
TN,37917,3
IN,47978,3
GA,30464,3
PA,16406,3
OH,44333,3
OH,44410,3
VA,20166,3
IL,62274,3
IA,51103,3
UT,84414,3
IL,62521,3
NC,28516,3
NC,28429,3
NC,28443,3
OH,44654,3
AL,35987,3
AL,36024,3
KY,41175,3
WI,54308,3
AL,36025,3
AL,36067,3
MN,56063,3
TN,38012,3
NY,10550,3
NY,10560,3
CT,06338,3
PA,16057,3
PA,16105,3
OH,44660,3
PA,16224,3
KS,67037,3
UT,84109,3
NC,28682,3
NC,28690,3
NC,28659,3
TN,38028,3
TN,38068,3
TN,38002,3
WI,54307-9005,3
NY,10983,3
NY,10993,3
NY,10994,3
GA,30507,3
KS,66618,3
CA,91367,3
KS,67110,3
PA,15949,3
OH,44669,3
OH,44670,3
OH,44671,3
FL,32801,3
FL,32809,3
FL,32826,3
FL,32746,3
GA,30530,3
GA,30540,3
GA,30548,3
GA,30552,3
GA,30565,3
GA,30629,3
GA,30566,3
MN,55946,3
NY,10941,3
CA,94706,3
UT,84032-2120,3
UT,84045,3
IA,50616,3
NC,28759,3
UT,84097-7274,3
CA,91764,3
MN,56071,3
MN,56087,3
MN,56096,3
MN,56248,3
MN,56215,3
PA,16433,3
PA,16507,3
GA,30401,3
CA,92065,3
MA,01570,3
ME,04281,3
NY,10150,3
MN,55940,3
MN,55810,3
FL,32904,3
OH,44702,3
CA,92113,3
IA,50702-2605,3
IA,50638-0097,3
TX,79936,3
ND,58047,3
ND,58056,3
IA,50662,3
UT,84054-4212,3
IL,60133,3
PA,16020,3
GA,30599,3
TX,73301,3
TX,75002,3
TN,38474,3
CA,92210,3
TX,79905,3
CT,06351,3
CT,06241,3
CT,06268,3
FL,32778,3
WI,54448,3
WI,54469,3
IL,60153,3
IL,60160,3
MI,48165,3
CA,92124,3
MI,48193,3
CA,94545,3
CA,94549,3
TX,75034,3
NV,89301,3
NV,89415,3
TX,75050,3
CA,92110,3
TX,79741,3
TX,79752,3
TX,79761,3
ND,58538,3
ND,58220,3
CA,92088,3
MN,55963,3
WI,54601-0817,3
MI,49058,3
MN,55974,3
MN,55976,3
MA,01588,3
ME,04457,3
ME,04353,3
OH,44706,3
OH,44710,3
PA,15683,3
OH,44833,3
PA,15845,3
WI,54495-8080,3
WI,54520,3
MN,55954,3
OH,44901,3
IN,46738,3
IN,46580,3
PA,15342,3
PA,15229,3
WI,54634,3
IL,60421,3
AL,35816,3
NE,68017,3
TX,75106,3
MN,55723,3
CT,06472,3
PA,15225,3
CT,06424,3
IN,46701,3
MD,21085,3
TX,79360,3
TX,79412,3
MI,48237,3
TX,79545,3
ND,58722,3
ND,58773,3
TX,79607,3
ND,58784,3
CA,94580,3
NV,89706,3
NV,89449,3
NV,89506,3
TX,75061,3
NY,10017,3
NV,89511,3
TX,79603,3
FL,32601,3
IN,46774,3
FL,32718,3
FL,32724,3
PA,15216,3
MD,20817,3
KS,67467,3
KS,67487,3
NE,68507,3
NE,68127-1031,3
NE,68137,3
IA,50466,3
NE,68305,3
NE,68355,3
NE,68114,3
FL,32707,3
GA,30728,3
GA,30752,3
NV,89049,3
CA,94111,3
NV,89121,3
NV,89129,3
TX,79045,3
LA,71232,3
AL,35957,3
MN,55906,3
TX,75137,3
TX,75180,3
TX,75146,3
NV,89111,3
NV,89115,3
GA,30721,3
PA,15085,3
OH,45102,3
PA,15104,3
CT,06776,3
OH,45206,3
PA,15140,3
OH,45236,3
WI,54821,3
NM,87740,3
TX,78636,3
TX,78728,3
TX,78729,3
TX,78744,3
NE,68629,3
NE,68372,3
IA,50563,3
TX,75220,3
TX,75238,3
TX,75240,3
CA,94525,3
ME,04947,3
ME,04963,3
NM,88310,3
NM,87701,3
WI,54702-1590,3
KS,67730,3
KY,40010,3
MN,55455,3
MN,55614,3
IL,60461,3
IL,60192,3
IL,60303,3
NJ,08882,3
DC,20004,3
PA,13790,3
OH,45327,3
OH,45302,3
OH,45309,3
PA,15044,3
DC,20009,3
NE,68801,3
NE,68818,3
NE,68832,3
NE,68638,3
NE,69033,3
NE,68862,3
TX,78616,3
NJ,08879,3
TX,75633,3
TX,75402,3
TX,75457,3
NM,88065,3
TX,75701,3
GA,31010,3
ME,04655,3
TX,78610,3
IL,60560,3
WI,54848,3
IL,60436,3
IL,60459,3
MD,20736,3
PA,15144,3
IA,50536,3
TX,75604,3
TX,78384,3
MI,48146,3
IL,62568,3
TX,78537,3
TX,78539,3
NJ,08840,3
NJ,08853,3
GA,31047,3
NM,87031,3
GA,30813,3
GA,30904,3
CA,94085,3
CA,94089,3
CA,94102,3
TX,78228,3
NE,69165,3
MI,49304,3
IL,60652,3
IL,60656,3
IL,60484,3
IL,60490,3
IL,60504,3
PA,15074,3
PA,15084,3
DC,20391,3
OH,45405,3
AL,35576,3
MI,49286,3
AL,35759,3
AL,35594,3
MN,55329,3
MN,55333,3
OH,45432,3
OH,45503,3
IL,60625,3
WI,54971-0568,3
WI,54956-3092,3
IL,61813,3
IL,60616,3
WI,54985-0009,3
OR,97477-0000,3
FL,32054,3
FL,32068,3
OH,45505,3
FL,32455,3
OR,97701-5705,3
OR,97720-1441,3
OH,45619,3
CA,92346,3
TX,78211,3
CA,92327,3
IA,50436,3
IA,50327-0479,3
TX,78245,3
NH,03063,3
OR,97520,3
NJ,08736,3
GA,31063,3
NJ,08805,3
NJ,08832,3
TX,76084,3
TX,76028,3
TX,76043,3
TX,76054,3
MA,01257,3
TX,78150,3
TX,78108,3
TX,78112,3
TX,78118,3
NH,03253,3
IA,50220,3
TX,77836,3
IN,46161,3
IN,46072,3
TX,76148,3
TX,76155,3
TX,76113,3
MA,01082,3
TX,78012,3
TX,78045,3
MA,01536,3
KS,66032,3
IN,46112,3
GA,31516,3
ME,04967,3
GA,31407,3
GA,31503,3
IN,46148,3
WV,24740-2452,3
PA,15026,3
OR,97850,3
OR,97801-0000,3
DC,20002,3
IA,50421,3
GA,31513,3
KS,66071,3
MN,55123,3
MN,55129,3
WV,24954,3
WV,24970,3
IL,60604,3
IL,60607,3
IL,60608,3
FL,32073,3
DE,19902,3
OH,45697,3
OH,45648,3
IL,60957,3
WV,24801,3
IL,60609,3
MN,55108,3
MN,55115,3
MA,01034,3
NJ,07013,3
TX,76207,3
TX,76119,3
TX,76385,3
IN,46808,3
OR,97448,3
IN,46974,3
CA,92614,3
NH,03470,3
TX,77868,3
TX,77707,3
TX,77801,3
NH,03580,3
NH,03304,3
MA,01032,3
FL,32207,3
OH,45865,3
OR,97338,3
OR,97362,3
FL,32218,3
FL,32240,3
WV,25271,3
WV,25143,3
IA,50140,3
CA,92618,3
TX,76691,3
TX,76567,3
TX,76643,3
OH,45854,3
OR,97309-0000,3
FL,32259,3
GA,31699,3
TX,77619,3
TX,77625,3
TX,77627,3
TX,77651,3
NJ,07026,3
IA,50171,3
IA,50201,3
IN,47001,3
OR,97540-0000,3
TX,76241,3
GA,31707,3
GA,31632,3
GA,31634,3
GA,31639,3
NJ,08330,3
TX,76903,3
TX,76904,3
TX,76945,3
GA,31779,3
GA,31780,3
GA,31904,3
GA,31905,3
GA,31907,3
TX,77532,3
TX,77539,3
IA,50025,3
TX,77571,3
TX,77523,3
TX,77001,3
TX,77017,3
TX,76877,3
TX,76682,3
NJ,08104,3
NJ,08081,3
NJ,08091,3
NJ,08108,3
TX,77479,3
NJ,07055,3
NJ,07061,3
IL,61257,3
WV,25262,3
MN,55063,3
WV,25304-2627,3
IL,60914,3
OR,97459,3
OR,97424,3
OR,97401-0000,3
WV,25401-9999,3
WV,25320,3
WV,25304-2505,3
MI,49862,3
MI,49868,3
MN,55006,3
MN,55011,3
MN,55017,3
FL,32304,3
FL,32340,3
OR,97223-0000,3
OK,73045,3
FL,32348,3
OH,45895,3
OR,97232-2598,3
OK,73160,3
NJ,07503,3
NJ,07461,3
CA,92780,3
CA,92806,3
TX,77459,3
NJ,08007,3
NJ,07856,3
OR,97210-0000,3
NJ,08038,3
TX,77418,3
TX,77433,3
TX,77365,3
TX,77379,3
NJ,07110,3
NJ,07202,3
IA,50107,3
MI,48125,3
HI,96759,3
CA,93215,3
TX,77303,3
HI,96814,3
HI,96822,3
HI,96782,3
NJ,07727,3
TX,77057,3
GA,39819,3
NJ,07830,3
NJ,07757,3
TX,77075,3
TX,77087,3
NJ,07764,3
CA,93210,3
MI,49802,3
OR,97220-0000,3
OR,97217-0000,3
OR,97218-0000,3
OR,97206-0000,3
TX,77354,3
TX,77358,3
TX,77067,3
MD,21009,3
AL,35216,3
MI,49505,3
MI,49509,3
MI,49854,3
IL,61547,3
IL,61604,3
MI,49504,3
OH,43143,3
OH,43148,3
FL,33838,3
KS,67214,3
WI,53132-0000,3
IA,52531,3
KS,67209,3
MI,48723,3
MI,49646,3
MI,49651,3
MI,49659,3
MI,49610,3
AL,35055,3
FL,33803,3
PA,19058,3
PA,19035,3
WY,82443,3
OK,74743,3
WV,26426,3
WY,82002,3
KY,40351,3
WV,26501-4315,3
WV,26501-7124,3
MI,49613,3
KY,40108,3
AK,99921,3
WY,82009,3
WY,82071,3
WY,82190,3
WV,26554,3
WY,82941,3
WY,82322,3
AK,99833,2
AL,35016,2
AL,35042,2
AL,35068,2
WV,26452,2
WV,26452-9999,2
WV,26501,2
MI,49620,2
KY,40330,2
KY,40337,2
WV,26351,2
WV,26426-8400,2
MI,49749,2
MI,49319,2
MI,49677,2
MI,49712,2
MI,49720,2
MI,49735,2
WV,26105,2
WV,26170,2
FL,32205,2
MI,49419,2
MI,49441,2
MI,49329,2
MI,49333,2
MI,49337,2
MI,49340,2
MI,49346,2
OR,97138-0000,2
OR,97138-4334,2
OR,97147-0000,2
OR,97103,2
OR,97128-0000,2
OR,97070-0000,2
OR,97060-1071,2
OR,97062-0000,2
MD,20916,2
MD,20871,2
MD,20886,2
MD,20901,2
OK,73666,2
OK,73759,2
OK,73772,2
OR,97202-0000,2
MA,01462,2
TX,77327,2
IN,46001,2
IN,46051,2
IN,46055,2
IL,62970,2
IL,62858,2
IL,62906,2
GA,39851,2
HI,96717,2
HI,96733,2
NJ,07738,2
GA,39832,2
TX,77069,2
TX,77046,2
TX,77047,2
TX,77082,2
TX,77083,2
TX,77084,2
HI,96740,2
HI,96746,2
GA,39840,2
GA,39845,2
GA,39846,2
CA,93256,2
TX,77306,2
TX,77088,2
TX,77090,2
TX,77099,2
TX,77209,2
TX,77076,2
TX,77079,2
NJ,07403,2
IA,50073,2
IA,50075,2
TX,77389,2
TX,77396,2
GA,31909,2
GA,39813,2
NJ,08045,2
CA,92801,2
TX,77445,2
TX,77457,2
TX,77463,2
NJ,07462,2
NJ,07405,2
NJ,07452,2
NJ,07305,2
TX,77044,2
CA,93465,2
MI,48060,2
NJ,08031,2
MI,48030,2
NJ,08005,2
NJ,07931,2
CA,92707,2
NJ,07510,2
NJ,07606,2
NJ,07644,2
MA,01450,2
TX,77320,2
TX,77060,2
TX,77061,2
TX,77039,2
NJ,07092,2
NJ,07093,2
NJ,07062,2
CA,93041,2
TX,77494,2
TX,77507,2
TX,77511,2
CA,92831,2
TX,77516,2
IA,50036,2
IA,50049,2
IA,50007,2
NJ,07070,2
NJ,07077,2
NJ,07079,2
NJ,07082,2
TX,77023,2
CA,93309,2
CA,93312,2
TX,76950,2
TX,77009,2
TX,76936,2
TX,77580,2
TX,77581,2
NJ,08051,2
GA,31773,2
GA,31831,2
GA,31714,2
GA,31750,2
GA,31763,2
CA,93427,2
CA,93463,2
TX,77642,2
TX,77587,2
TX,77590,2
TX,77592,2
TX,77629,2
TX,77553,2
NJ,08402,2
NJ,08502,2
NJ,07035,2
NJ,07041,2
NJ,07043,2
NJ,07020,2
IA,50206,2
IA,50138-2532,2
IA,50144,2
IA,50157,2
TX,76665,2
TX,76571,2
TX,76641,2
TX,76458,2
TX,76511,2
CA,92652,2
CA,92660,2
NJ,07032,2
GA,31620,2
NJ,08215,2
NJ,08223,2
NJ,08100,2
NJ,08059,2
TX,76706,2
TX,76708,2
TX,76804,2
CA,92704,2
TX,77670,2
TX,77703,2
IA,50314,2
NH,03254,2
IA,50263,2
IA,50217,2
IA,50248,2
NH,03784,2
NH,03257,2
NH,03275,2
NH,03446,2
TX,77951,2
TX,77704,2
TX,77833,2
CA,92673,2
CA,93711,2
CA,93596,2
CA,93630,2
CA,93631,2
TX,76225,2
NH,03835,2
NH,03862,2
NH,03748,2
NJ,08270,2
GA,31706,2
NJ,08242,2
GA,31636,2
GA,31642,2
TX,76302,2
TX,76424,2
CA,93662,2
NH,03086,2
IA,50436-2032,2
IA,50439,2
IA,50401-9480,2
IL,62822,2
IA,50316,2
CA,92509,2
TX,78220,2
KS,66115,2
ME,04970,2
GA,31510,2
KS,66080,2
MA,01534,2
TX,78249,2
TX,78250,2
NH,03060,2
MA,01116,2
MA,01230,2
MA,01062,2
TX,78022,2
TX,76109,2
KS,66086,2
KS,66106,2
KS,66112,2
NH,03244,2
TX,78147,2
TX,78119,2
TX,78059,2
MA,01238,2
MA,01267,2
TX,78023,2
MA,01105,2
IL,62638,2
MI,48133,2
MI,48141,2
NE,69347,2
TX,78402,2
TX,78405,2
TX,78408,2
TX,78335,2
TX,76013,2
TX,76021,2
TX,75882,2
TX,78580,2
TX,78526,2
TX,78410,2
IL,62703,2
IL,62812,2
GA,31076,2
GA,31089,2
NJ,08848,2
NJ,08530,2
NJ,08758,2
IN,46167,2
MI,46131,2
TX,75990,2
CA,92503,2
CA,92347,2
CA,92363,2
TX,78215,2
IA,50309-4098,2
TX,76040,2
GA,31055,2
GA,31064,2
NE,69130,2
NE,68849-2380,2
NE,68873,2
NE,68883,2
NE,68662,2
NE,68763,2
TX,78586,2
CA,92227,2
GA,31305,2
CA,92283,2
TX,78617,2
TX,78620,2
TX,78621,2
CA,92251,2
NE,68933,2
NE,69101,2
CA,93928,2
CA,94014,2
GA,30912,2
NM,87016,2
NJ,08871,2
NJ,08872,2
NJ,08875,2
GA,31217,2
TX,78361,2
TX,78369,2
TX,78374,2
TX,75961,2
CA,94104,2
TX,75862,2
TX,75865,2
CA,93926,2
IA,50577,2
IA,50540,2
IA,50543,2
TX,78962,2
TX,78801,2
TX,78942,2
TX,78754,2
TX,78723,2
TX,75670,2
TX,75686,2
TX,75692,2
TX,75605,2
TX,75446,2
NV,89015,2
NE,68588-0442,2
NE,68501,2
ME,04750,2
ME,04658,2
ME,04694,2
NM,87325,2
NM,87327,2
TX,75765,2
TX,75859,2
TX,75650,2
CA,92232,2
TX,78557,2
TX,78576,2
ME,04861,2
ME,04920,2
ME,04927,2
ME,04730,2
ME,04740,2
TX,79339,2
MA,01022,2
TX,79101,2
IA,50479,2
NE,68361,2
NE,68138,2
NE,68144,2
NE,68039,2
TX,75254,2
CA,94512,2
CA,94112,2
CA,94115,2
CA,94133,2
TX,75217,2
TX,79189,2
TX,79336,2
NM,88342,2
NM,87801,2
NM,88032,2
ME,04964,2
NM,87413,2
NM,87528,2
TX,75237,2
TX,75241,2
TX,78724,2
TX,78642,2
TX,78645,2
TX,78657,2
TX,78664,2
TX,78711,2
TX,78638,2
NM,88115,2
MI,48243,2
ND,58640,2
ND,58703,2
MI,48223,2
MI,48227,2
TX,79423,2
TX,79602,2
TX,79403,2
TX,75110,2
TX,75142,2
TX,79763,2
TX,79706,2
TX,79710,2
NE,68037,2
ND,58763,2
MI,48239,2
NV,89107,2
NV,89113,2
GA,30655,2
TX,75172,2
TX,75207,2
TX,75147,2
TX,75159,2
TX,75168,2
NE,68057,2
NE,68069,2
NE,68105,2
NE,68108,2
LA,71342,2
NE,68521,2
CA,94105,2
CA,94108,2
ND,58316,2
CA,92102,2
TX,79766,2
TX,75040,2
TX,75048,2
TX,75051,2
MA,01840,2
MA,01843,2
MI,48213,2
MI,48218,2
MI,48154,2
MI,48182,2
ND,58402,2
ND,58481,2
ND,58108,2
ND,58251,2
NV,89148,2
NV,89410,2
CA,94599,2
CA,94550,2
CA,92127,2
CA,92135,2
MI,48211,2
MI,48212,2
TX,79408,2
TX,79120,2
TX,75075,2
NY,10007,2
NV,89512,2
NV,89701,2
NV,89448,2
NV,89460,2
CA,92203,2
CA,92225,2
CA,92121-4779,2
TN,38485,2
TN,38556,2
NY,10504,2
GA,30567,2
GA,30603,2
ND,58045,2
IA,50675,2
IA,50627,2
IA,50629,2
TX,79968,2
TX,79935,2
CA,92143,2
CA,92154,2
MA,01590,2
TX,75022,2
MA,01585,2
TN,38574,2
CA,92056,2
CA,91945,2
ND,58106,2
NC,28906,2
MA,01852,2
ME,04444,2
ME,04420,2
ME,04426,2
ME,04268,2
ME,04276,2
ME,04345,2
NY,10036,2
CA,91746,2
UT,84043-3534,2
UT,84047-7102,2
CA,95002,2
CA,94904,2
CA,94942,2
TN,38242,2
NY,10960,2
NC,28785,2
NC,28787,2
NC,28726,2
NC,28713,2
NC,28716,2
NC,28719,2
CA,91604,2
CA,91709,2
TN,38401,2
UT,84088-8460,2
UT,84078-8190,2
NC,28901,2
NC,28904,2
IA,50602,2
NC,28774,2
NC,28779,2
GA,30605,2
GA,30625,2
GA,30563,2
ME,04578,2
NY,10471,2
NY,10501,2
TN,38305,2
TN,38358,2
KS,66621,2
CA,91406,2
TN,37932,2
TN,38001,2
NY,10990,2
GA,30521,2
GA,30417,2
KS,66018,2
NC,28573,2
NC,28586,2
NC,28547,2
NC,28551,2
KS,67002,2
KS,67005,2
KS,66763,2
KS,66776,2
TN,38044,2
MA,01902,2
CA,91101,2
UT,84128,2
UT,84141,2
LA,71202,2
NC,28675,2
NC,28638,2
GA,30411,2
NY,10913,2
NY,10927,2
NY,10594,2
NY,10603,2
NY,10520,2
NY,10562,2
TN,38116,2
UT,84184,2
CA,90808,2
CA,91001,2
IL,62298,2
IL,62321,2
IL,62258,2
IL,62286,2
NC,28310,2
NC,28425,2
NC,28428,2
NC,28372-,2
IL,62548,2
UT,84606-6310,2
UT,84511,2
UT,84401-1310,2
UT,84319,2
NY,11510,2
UT,84713,2
CA,90631,2
CA,90638-5826,2
UT,84624,2
UT,84651-1390,2
CA,90404,2
CA,90503,2
IN,47977,2
IN,47980,2
IN,47842,2
IN,47861,2
IN,47882,2
IN,47905,2
IN,47909,2
TN,37918,2
LA,70723,2
CA,90022,2
IA,51009,2
IA,51020,2
IA,51028,2
IA,51031-1829,2
IA,50833,2
IA,50849,2
TN,37824,2
TN,37708,2
CA,95110,2
CA,95128,2
CA,95131,2
CA,95203,2
LA,70792,2
VA,22312,2
UT,84753,2
NY,11435,2
NY,11379,2
GA,30312,2
TN,37854,2
TN,37863,2
TN,37774,2
TN,37806,2
IA,51101-1213,2
CA,90264,2
VA,20124,2
CA,90066,2
CA,90202,2
CA,90045,2
UT,84720-0490,2
UT,84737,2
TN,37322,2
TN,37228,2
TN,37187,2
NY,11738,2
NY,11751,2
GA,30268,2
NY,11726,2
GA,30245,2
CA,95060,2
TN,37407,2
TN,37615,2
TN,37369,2
TN,37380,2
TN,37331,2
TN,37354,2
TN,37310,2
IN,46214,2
IN,46222,2
IN,46224,2
NY,11703,2
ME,04090,2
IN,46173,2
IN,46201,2
NY,11702,2
NC,28273-3958,2
NC,28277,2
CA,15201,2
AZ,86403,2
VA,22079,2
VA,22102,2
TN,37705,2
IN,46250,2
LA,70744,2
LA,70785,2
LA,70791,2
CA,95367,2
CA,95322,2
CA,95356,2
CA,95207,2
CA,95220,2
VA,22824,2
VA,22655,2
LA,71033,2
KS,66614,2
LA,70814,2
LA,70815,2
LA,71001,2
LA,70726,2
NC,28114,2
NC,28054,2
NC,28078,2
NC,27958,2
NC,27983,2
NC,28001,2
VA,22801,2
VA,22821,2
GA,30250,2
GA,30258,2
IN,46319,2
IN,46342,2
TN,37148,2
NC,28127,2
NC,28163,2
NC,28164,2
NC,27617-8636,2
VA,23188,2
VA,23112,2
VA,23120,2
VA,23061,2
VA,22844,2
VA,22847,2
VA,22853,2
AZ,86015,2
NC,27909,2
NC,27910,2
NC,27864,2
NC,27709-3501,2
NC,27823,2
NC,27601,2
NC,27612,2
GA,30179,2
NY,11755,2
NY,11757,2
NY,11767,2
TN,37013,2
TN,37043,2
AZ,85938,2
AZ,85939,2
CA,95249,2
NY,11797,2
NY,11798,2
NY,11933,2
GA,30187,2
GA,30204,2
NY,11771,2
NY,11776,2
VA,23227,2
VA,23234,2
VA,23235,2
VA,23250,2
VA,23322,2
AZ,86322,2
VA,23225,2
CA,95556,2
CA,95503,2
CA,95548,2
IA,51449,2
NC,27549,2
NC,27553-0335,2
IA,51431,2
VA,23450,2
VA,23451,2
GA,30094,2
GA,30103,2
NY,12077,2
NY,12009,2
NY,12029,2
SD,57380,2
SD,57384,2
CA,95490,2
VA,22903,2
VA,23009,2
TN,37073,2
SD,57745,2
SD,57533,2
SD,57579,2
NY,12186,2
NY,12201,2
NC,27518,2
NC,27537,2
NC,27401,2
NC,27356,2
NC,27373,2
NC,27298,2
NC,27312,2
NC,27330,2
IN,47520,2
IN,47542,2
AZ,85550,2
AZ,85602,2
VA,23837,2
AZ,85356,2
AZ,85361,2
NC,27513,2
GA,30119,2
GA,30126,2
GA,30134,2
GA,30137,2
NY,12203,2
GA,30108,2
GA,30114,2
GA,30116,2
CA,95403,2
CA,95422,2
CA,95441,2
CA,95472,2
IN,47714,2
NY,12455,2
NY,12305,2
NY,12325,2
SD,57066,2
LA,70668,2
LA,70669,2
MI,48346,2
MI,48353,2
MI,48357,2
MI,48359,2
NC,27207,2
SD,57328,2
MD,21918,2
MD,29607,2
MD,21911,2
MD,21915,2
NY,12496,2
NY,12534,2
NY,12538,2
IA,51551,2
MI,48441,2
VA,24175,2
VA,24083,2
VA,23901,2
MA,02050,2
IN,47460,2
SD,57325,2
NC,27565,2
VA,24340,2
IA,51575,2
IA,51632,2
IA,51638,2
IA,51531,2
IA,51537,2
IA,51537-6607,2
ME,04049,2
AZ,85284,2
AZ,85138,2
VT,05091,2
MT,59855,2
MT,59804-4740,2
MT,59808-8151,2
MT,59752,2
SC,29944,2
SD,57002,2
SD,57013,2
SD,57014,2
NY,12816,2
NY,12817,2
NY,12723,2
ME,04033,2
LA,70456,2
LA,70471,2
VA,24273,2
SD,57039,2
SD,57025,2
SD,57026,2
SD,57029,2
SD,57032,2
MI,48333,2
NC,27009,2
NC,27013,2
NC,27027,2
NC,27028,2
LA,70510,2
LA,70433,2
LA,70441,2
SC,29431,2
SC,29438,2
SC,29450,2
SC,29512,2
SC,29520,2
SC,29356,2
MA,02324,2
MA,02330,2
SC,29690,2
SC,29644,2
SC,29653,2
SC,29657,2
CA,95634,2
SC,29565,2
SC,29570,2
SC,29585,2
NY,13068,2
NY,12831,2
NY,12839,2
NY,12853,2
NY,12855,2
NY,12870,2
CA,95746,2
CA,95823,2
MT,59758,2
MT,59771,2
VA,24641,2
VA,24482,2
VA,24523,2
VA,24382,2
VA,24416,2
VA,24477,2
VT,05401,2
AZ,85283,2
NY,13136,2
NY,13699,2
FL,34484,2
NY,13642,2
NY,13471,2
NY,13611,2
IA,52172-1413,2
IA,52202,2
IA,52208,2
IA,52209-0367,2
IA,52214,2
IA,52220,2
IA,52101-1700,2
VT,05156,2
GA,30008,2
WA,98052,2
VT,05672,2
VT,05468,2
MT,59718-8812,2
MT,59729,2
IA,52240-4723,2
MT,59711-1290,2
MA,02339,2
CA,96020,2
NY,13329,2
NY,13350,2
GA,30021,2
GA,30030,2
NY,13153,2
NY,13164,2
WA,98042,2
WA,98050,2
CA,95953,2
CA,95959,2
CA,95966,2
NY,14020,2
NY,14025,2
NY,13830,2
LA,70354,2
WA,98223,2
WA,98225,2
LA,70051,2
AZ,85034,2
WA,98110,2
AR,72927,2
AR,72923,2
LA,70401,2
IA,52043,2
MT,59521,2
MT,59404-4195,2
MI,48626,2
LA,70086,2
LA,70122,2
LA,70340,2
NY,13365,2
NY,13440,2
MA,02302,2
MA,02303,2
MA,02119,2
MA,02124,2
MA,02126,2
LA,70380-1392,2
WA,98357,2
WA,98315,2
WA,98338,2
WA,98349,2
LA,70422,2
WA,98282,2
LA,70358,2
LA,70374,2
WA,98467,2
MI,48611,2
MI,48615,2
MI,48622,2
MI,48473,2
