state,Zip,S&E,S&E-related,STEM Middle-skill
CA,94925,1,0,0
CA,94928,1,7,2
CA,94930,0,0,1
CA,94942,1,1,0
CA,94945,5,14,0
CA,94947,1,0,0
CA,94949,2,8,0
CA,94953,75,30,29
CA,94954,0,0,1
CA,94955,0,1,3
CA,94956,1,0,0
CA,94960,0,1,0
CA,94966,4,1,0
CA,94977,11,0,0
CA,94978,0,0,1
CA,95002,0,0,2
CA,95008,0,1,0
CA,95009,21,2,4
CA,95012,0,0,1
CA,95014,4,0,0
CA,95015,86,26,2
CA,95020,0,2,8
CA,95024,2,4,2
CA,95030,5,9,2
CA,95035,44,7,12
CA,95037,1,1,3
CA,95038,2,2,4
CA,95043,4,0,0
CA,95045,0,0,1
CA,95046,0,0,1
CA,95051,0,1,0
CA,95054,1010,146,33
CA,95060,0,0,2
CA,95063,16,104,4
CA,95066,2,4,1
CA,95070,4,0,2
CA,95076,6,31,7
CA,95110,2,0,0
CA,95112,1,2,0
CA,95113,0,0,1
CA,95115,1019,207,80
CA,95116,0,1,0
CA,95119,0,0,6
CA,95128,1,1,0
CA,95131,2,0,0
CA,95134,7,1,0
CA,95203,0,2,0
CA,95204,15,133,38
CA,95207,0,0,2
CA,95220,0,0,2
CA,95222,0,1,0
CA,95223,0,0,1
CA,95231,1,0,0
CA,95240,0,0,1
CA,95241,2,13,23
CA,95249,0,2,0
CA,95301,2,1,7
CA,95304,0,0,1
CA,95307,0,2,5
CA,95320,2,0,1
CA,95322,0,0,2
CA,95326,0,0,1
CA,95330,0,0,6
CA,95336,0,7,8
CA,95337,0,1,0
CA,95344,1,0,0
CA,95348,0,13,1
CA,95350,12,89,21
CA,95351,0,0,1
CA,95354,0,0,3
CA,95356,0,1,1
CA,95357,0,0,1
CA,95360,0,1,0
CA,95361,1,1,1
CA,95363,0,2,1
CA,95366,0,2,1
CA,95367,0,0,2
CA,95370,0,9,0
CA,95377,4,28,14
CA,95380,0,8,4
CA,95389,0,0,1
CA,95403,1,1,0
CA,95404,22,73,14
CA,95422,0,2,0
CA,95425,0,0,1
CA,95432,0,1,0
CA,95437,1,4,0
CA,95441,0,0,2
CA,95448,0,3,2
CA,95453,0,6,0
CA,95472,0,1,1
CA,95476,5,7,1
CA,95482,0,2,1
CA,95490,0,2,0
CA,95492,0,0,3
CA,95501,2,8,6
CA,95503,1,0,1
CA,95521,1,10,5
CA,95531,0,12,0
CA,95540,2,7,0
CA,95542,0,4,0
CA,95548,1,1,0
CA,95556,0,2,0
CA,95570,1,0,0
CA,95603,0,12,1
CA,95608,0,3,0
CA,95611,0,6,1
CA,95616,0,0,1
CA,95618,15,17,3
CA,95620,2,2,4
CA,95623,1,0,0
CA,95628,0,1,0
CA,95630,105,15,9
CA,95632,0,1,0
CA,95634,0,2,0
CA,95636,0,1,0
CA,95640,1,0,0
CA,95642,1,10,3
CA,95646,0,0,1
CA,95648,0,2,4
CA,95652,4,3,0
CA,95654,0,0,1
CA,95655,41,1,3
CA,95660,0,3,0
CA,95661,0,1,0
CA,95667,0,3,2
CA,95670,93,45,9
CA,95677,82,26,3
CA,95678,46,69,10
CA,95687,5,35,6
CA,95688,0,1,0
CA,95691,14,3,9
CA,95692,0,0,1
CA,95695,0,1,0
CA,95746,1,1,0
CA,95757,0,0,1
CA,95759,8,7,3
CA,95762,12,5,4
CA,95776,2,5,4
CA,95814,2,2,2
CA,95816,360,494,88
CA,95817,9,5,0
CA,95819,0,1,0
CA,95823,0,1,1
CA,95825,0,1,0
CA,95827,0,1,0
CA,95828,0,1,0
CA,95834,0,0,1
CA,95838,0,0,1
CA,95841,0,0,1
CA,95843,0,1,3
CA,95903,6,2,13
CA,95913,0,1,0
CA,95927,16,11,4
CA,95929-0024,4,2,0
CA,95939,1,0,0
CA,95945,0,3,0
CA,95946,0,0,1
CA,95948,1,1,4
CA,95953,0,1,1
CA,95959,1,1,0
CA,95961,0,0,14
CA,95965,1,3,0
CA,95966,0,2,0
CA,95969,3,20,0
CA,95970,1,0,0
CA,95971,0,16,1
CA,95973,2,0,3
CA,95987,0,0,1
CA,95988,1,0,2
CA,95992,1,4,0
CA,96001,6,42,2
CA,96007,0,0,1
CA,96019,0,1,0
CA,96020,1,1,0
CA,96032,0,2,1
CA,96055,1,0,0
CA,96067,1,53,0
CA,96080,0,5,7
CA,96088-9462,0,2,0
CA,96093,0,3,0
CA,96097,1,2,0
CA,96101,1,1,0
CA,96104,1,0,0
CA,96122,1,0,0
CA,96130,0,4,1
CA,96134,1,0,0
CA,96145,0,0,1
CA,96146,0,0,1
CA,96151,0,1,5
CA,96160,2,0,5
CA,96161,0,0,3
CO,80002,8,7,5
CO,80003,4,2,3
CO,80004,1,6,5
CO,80005,0,1,0
CO,80007,1,0,0
CO,80010,7,160,4
CO,80011,19,31,9
CO,80012,21,8,12
CO,80014,14,8,0
CO,80015,0,0,1
CO,80016,1,0,0
CO,80017,178,111,45
CO,80018,1,0,0
CO,80019,0,0,1
CO,80020,27,12,14
CO,80021,43,6,5
CO,80022,0,3,15
CO,80023,0,3,0
CO,80026,7,11,1
CO,80027,94,19,16
CO,80030,0,2,0
CO,80031,0,5,0
CO,80033,6,12,12
CO,80036,50,66,5
CO,80037,2,2,6
CO,80038,166,17,11
CO,80045,3,15,0
CO,80101,0,1,0
CO,80102,0,0,1
CO,80104,4,13,8
CO,80105,0,1,1
CO,80107,1,1,1
CO,80108,1,1,1
CO,80110,27,72,0
CO,80111,292,71,16
CO,80112,68,34,27
CO,80113,317,38,29
CO,80117,0,0,3
CO,80118,0,1,0
CO,80120,184,71,25
CO,80121,0,1,0
CO,80122,0,1,4
CO,80123,16,12,4
CO,80124,14,12,8
CO,80125,0,0,5
CO,80126,20,7,4
CO,80127,2,2,3
CO,80129,8,2,0
CO,80132,8,2,8
CO,80134,1,5,3
CO,80135,1,1,1
CO,80137,0,1,1
CO,80138,2,52,6
CO,80151,6,2,2
CO,80163,0,0,1
CO,80201,21,4,3
CO,80202,176,162,54
CO,80203,3,3,1
CO,80204,5,3,4
CO,80205,3,1,2
CO,80206,9,0,0
CO,80207,4,0,2
CO,80208,1,0,0
CO,80209,13,4,1
CO,80210,2,1,2
CO,80211,9,19,2
CO,80212,1,0,1
CO,80214,1,5,0
CO,80215,0,0,2
CO,80216,6,4,27
CO,80218,1,1,0
CO,80219,1,0,2
CO,80220,0,3,1
CO,80221,1,19,5
CO,80222,7,8,6
CO,80223,6,6,5
CO,80224,0,4,0
CO,80225,2,0,0
CO,80226,8,11,8
CO,80227,1,5,0
CO,80228,4,2,2
CO,80229,24,18,0
CO,80230,0,6,1
CO,80231,0,1,3
CO,80232,40,113,17
CO,80233,4,7,4
CO,80234,3,1,1
CO,80235,3,0,2
CO,80237,6,3,5
CO,80238,825,444,218
CO,80239,6,4,17
CO,80241,23,15,11
CO,80246,4,2,1
CO,80249,0,0,3
CO,80260,0,1,1
CO,80263,1,0,0
CO,80265,0,4,0
CO,80293,0,0,1
CO,80299,2,0,0
CO,80301,69,56,16
CO,80302,6,4,5
CO,80303,2,4,2
CO,80304,2,7,0
CO,80305,247,51,86
CO,80306,0,0,1
CO,80307,1,0,0
CO,80401,21,14,11
CO,80402,55,32,5
CO,80403,3,3,1
CO,80419,1,2,2
CO,80422,0,0,3
CO,80424,0,0,9
CO,80426,0,0,1
CO,80427,0,0,1
CO,80428,0,1,1
CO,80435,0,0,5
CO,80436,0,0,1
CO,80437,0,2,5
CO,80440,0,1,0
CO,80442,0,1,2
CO,80443,1,23,4
CO,80444,0,1,2
CO,80446,0,0,5
CO,80452,0,1,0
CO,80459,0,3,0
CO,80461,0,1,2
CO,80465,0,3,1
CO,80477,0,1,1
CO,80478,0,0,1
CO,80482,0,0,4
CO,80487,0,3,1
CO,80488,2,0,13
CO,80498,0,1,2
CO,80501,5,13,3
CO,80502,0,1,2
CO,80503,133,33,20
CO,80504,0,0,4
CO,80512,0,0,1
CO,80513,0,2,0
CO,80514,0,0,2
CO,80516,0,0,2
CO,80517,1,1,3
CO,80521,10,8,9
CO,80522,0,1,0
CO,80523,65,25,4
CO,80524,0,0,4
CO,80525,10,8,8
CO,80526,4,0,0
CO,80528,113,27,27
CO,80530,0,0,3
CO,80534,10,4,0
CO,80537,1,3,1
CO,80538,3,2,5
CO,80539,14,23,13
CO,80542,0,1,0
CO,80550,2,5,9
CO,80553,0,0,2
CO,80601,5,14,6
CO,80602,0,0,1
CO,80603,0,0,2
CO,80610,0,0,1
CO,80620,3,4,1
CO,80621,1,1,4
CO,80631,24,62,29
CO,80634,1,6,2
CO,80639,0,0,3
CO,80640,4,0,17
CO,80642,0,0,3
CO,80643,0,0,3
CO,80651,0,0,1
CO,80652,0,0,1
CO,80701,6,8,31
CO,80720,0,2,0
CO,80723,1,10,6
CO,80731,0,4,0
CO,80734,0,0,3
CO,80737,0,0,1
CO,80751,2,10,13
CO,80758,2,1,1
CO,80759,0,3,4
CO,80807,0,6,2
CO,80808,0,0,2
CO,80810,0,2,2
CO,80813,1,0,6
CO,80815,0,0,1
CO,80817,1,0,2
CO,80818,0,0,1
CO,80828,0,1,0
CO,80829,1,0,1
CO,80831,2,1,0
CO,80840,23,32,6
CO,80841,0,0,1
CO,80863,0,12,1
CO,80901,3,1,2
CO,80902,7,1,0
CO,80903,41,3,7
CO,80905,0,1,1
CO,80906,6,9,12
CO,80907,11,1,8
CO,80908,4,0,0
CO,80909,2,5,4
CO,80910,24,6,3
CO,80911,0,1,0
CO,80912,124,2,4
CO,80913,30,46,15
CO,80914,8,3,5
CO,80915,11,1,8
CO,80916,3,0,0
CO,80917,0,0,1
CO,80918,0,0,2
CO,80919,8,1,0
CO,80920,31,5,3
CO,80921,10,1,2
CO,80923,0,4,0
CO,80932,561,283,91
CO,80970,0,0,1
CO,81001,2,8,4
CO,81002,1,3,1
CO,81003,21,88,27
CO,81004,0,1,3
CO,81005,0,1,0
CO,81006,0,0,1
CO,81007,0,4,1
CO,81008,0,2,4
CO,81043,0,1,0
CO,81050,2,8,3
CO,81052,0,7,3
CO,81054,0,3,0
CO,81062,0,2,0
CO,81067,0,1,1
CO,81082,0,16,3
CO,81089,0,2,1
CO,81091,0,0,1
CO,81101,2,2,1
CO,81125,0,0,1
CO,81130,0,1,0
CO,81135,0,1,0
CO,81137,0,1,0
CO,81140,0,2,0
CO,81144,0,1,0
CO,81201,1,5,0
CO,81212,0,39,4
CO,81215,0,1,2
CO,81224,0,0,1
CO,81225,1,0,2
CO,81226,1,0,0
CO,81230,0,7,2
CO,81231,0,0,1
CO,81235,0,1,0
CO,81247,0,1,1
CO,81252,0,0,2
CO,81301,0,0,4
CO,81302,6,34,0
CO,81303,0,1,2
CO,81321,0,4,2
CO,81325,0,1,0
CO,81401,0,4,3
CO,81402,0,5,4
CO,81413,0,0,1
CO,81416,0,1,3
CO,81419,0,0,3
CO,81425,0,4,0
CO,81428,0,0,1
CO,81432,0,0,1
CO,81434,0,0,1
CO,81501,15,49,18
CO,81502,1,0,0
CO,81503,1,0,0
CO,81504,0,1,2
CO,81505,2,3,4
CO,81506,7,7,6
CO,81520,2,0,2
CO,81521,0,3,2
CO,81526,0,5,0
CO,81601,0,16,12
CO,81611,0,1,2
CO,81612,0,1,2
CO,81620,2,0,15
CO,81623,0,0,2
CO,81625,0,1,2
CO,81626,0,0,1
CO,81631,0,0,4
CO,81632,0,0,1
CO,81635,0,0,3
CO,81637,0,0,3
CO,81639,0,0,4
CO,81641,2,4,4
CO,81645,0,0,2
CO,81646,0,0,1
CO,81648,2,0,2
CO,81650,0,3,3
CO,81657,2,0,15
CT,06001,0,2,12
CT,06002,48,7,9
CT,06010,39,33,23
CT,06018,1,4,2
CT,06023,1,2,2
CT,06026,1,3,7
CT,06029,0,0,1
CT,06032,42,30,8
CT,06033,17,14,1
CT,06037,29,2,12
CT,06039,0,0,1
CT,06040,8,3,26
CT,06043,0,0,1
CT,06050,27,6,11
CT,06061,0,0,1
CT,06062,8,3,5
CT,06063,1,0,0
CT,06066,0,6,12
CT,06067,24,8,9
CT,06068,0,1,0
CT,06069,0,2,1
CT,06070,2,8,1
CT,06071,0,0,3
CT,06074,6,3,11
CT,06075,2,2,3
CT,06076,0,3,6
CT,06078,3,0,4
CT,06082,8,7,15
CT,06084,3,2,2
CT,06085,0,1,1
CT,06088,1,0,2
CT,06089,1,0,0
CT,06095,110,24,19
CT,06096,36,6,4
CT,06098,0,0,1
CT,06101,0,0,2
CT,06108,0,0,1
CT,06110,2,20,5
CT,06111,8,3,1
CT,06129,6,1,1
CT,06132,439,126,44
CT,06138,152,7,11
CT,06161,1,0,0
CT,06226,2,1,2
CT,06239,0,0,1
CT,06241,0,0,3
CT,06242,0,0,2
CT,06256,0,4,0
CT,06258,0,0,1
CT,06259,0,0,1
CT,06260,1,3,8
CT,06268,1,2,0
CT,06280,0,0,1
CT,06320,5,12,6
CT,06330,1,0,0
CT,06333,0,0,4
CT,06335,0,1,0
CT,06338,0,3,0
CT,06339,0,0,2
CT,06340,0,0,1
CT,06349,196,72,35
CT,06351,0,2,1
CT,06354,0,1,0
CT,06355,2,4,4
CT,06357,0,3,1
CT,06360,0,5,8
CT,06371,2,0,0
CT,06374,0,0,2
CT,06379,1,1,0
CT,06380,0,0,1
CT,06382,2,0,7
CT,06385,5,5,6
CT,06401,0,2,2
CT,06403,0,2,0
CT,06405,0,4,7
CT,06409,0,0,1
CT,06410,17,13,9
CT,06413,0,0,1
CT,06415,0,7,5
CT,06416,1,1,10
CT,06417,0,1,1
CT,06418,1,1,3
CT,06419,0,0,1
CT,06423,0,0,1
CT,06424,0,0,3
CT,06426,1,0,0
CT,06437,4,2,1
CT,06443,0,11,1
CT,06450,1,4,6
CT,06455,0,2,5
CT,06456,0,0,1
CT,06457,17,15,40
CT,06460,4,9,18
CT,06468,0,4,1
CT,06470,1,1,8
CT,06471,0,0,2
CT,06472,0,2,1
CT,06473,93,18,30
CT,06475,0,1,3
CT,06477,18,2,11
CT,06483,0,0,5
CT,06484,47,13,10
CT,06488,3,1,0
CT,06489,7,1,7
CT,06492,46,45,18
CT,06498,1,0,0
CT,06512,0,1,1
CT,06514,5,12,13
CT,06516,0,5,3
CT,06525,0,9,1
CT,06532,100,128,39
CT,06608,26,134,9
CT,06611,11,24,6
CT,06612,0,6,0
CT,06615,83,22,20
CT,06716,0,0,1
CT,06725,11,56,15
CT,06762,1,15,0
CT,06763,1,0,0
CT,06770,6,13,2
CT,06776,0,0,3
CT,06786,0,0,1
CT,06787,1,3,1
CT,06790,7,41,8
CT,06793,0,0,1
CT,06795,1,2,1
CT,06801,6,4,1
CT,06804,2,4,10
CT,06813,36,25,23
CT,06820,1,1,0
CT,06825,3,8,14
CT,06830,7,36,1
CT,06840,5,1,0
CT,06856,34,41,11
CT,06870,0,1,0
CT,06876,0,0,1
CT,06877,8,9,2
CT,06880,2,15,0
CT,06896,0,2,0
CT,06897,18,1,2
CT,06912,156,47,42
DC,20001,3,1,1
DC,20001-3710,1,0,0
DC,20002,3,0,0
DC,20003,3,0,1
DC,20004,3,0,0
DC,20004-1206,2,0,0
DC,20005,14,1,2
DC,20007,0,0,1
DC,20009,0,0,3
DC,20016,1,0,0
DC,20018,1,0,0
DC,20024,1,0,0
DC,20032,8,1,0
DC,20036,5,0,0
DC,20044,1742,318,153
DC,20050,1,0,0
DC,20250,1,0,0
DC,20374,1,0,0
DC,20391,3,0,0
DC,20405,1,0,0
DC,20416,4,0,0
DE,19701,0,1,4
DE,19702,0,0,1
DE,19706,0,0,1
DE,19707,0,5,1
DE,19709,0,4,4
DE,19713,118,49,20
DE,19716,3,2,0
DE,19720,11,5,17
DE,19802,0,0,2
DE,19804,0,2,6
DE,19805,0,0,1
DE,19806,287,99,21
DE,19901,0,1,0
DE,19902,0,0,3
DE,19903,1,0,1
DE,19904,29,35,9
DE,19930,0,0,1
DE,19933,0,0,2
DE,19947,0,3,14
DE,19956,0,1,0
DE,19963,1,17,9
DE,19966,2,3,0
DE,19967,0,1,0
DE,19971,0,0,1
DE,19973,0,8,6
DE,19975,0,0,2
DE,19977,0,2,5
FL,15370,0,0,1
FL,32006,1,0,1
FL,32025,7,19,6
FL,32034,0,1,1
FL,32038,1,0,0
FL,32043,0,6,0
FL,32054,0,3,0
FL,32055,0,0,1
FL,32059,0,1,0
FL,32063,1,7,5
FL,32064,0,2,3
FL,32065,1,12,8
FL,32068,0,0,3
FL,32073,1,0,2
FL,32080,0,0,1
FL,32081,0,1,4
FL,32082,0,0,1
FL,32083,0,1,0
FL,32084,0,0,2
FL,32085,14,12,9
FL,32087,1,2,0
FL,32091,1,7,4
FL,32092,0,0,1
FL,32097,0,3,1
FL,32114,14,31,11
FL,32117,0,0,2
FL,32119,1,0,1
FL,32121,0,2,0
FL,32123,0,2,0
FL,32124,0,1,0
FL,32130,0,1,0
FL,32136,2,0,1
FL,32141,0,1,12
FL,32142,0,3,0
FL,32145,0,0,1
FL,32159,0,1,3
FL,32162,0,1,0
FL,32163,0,17,1
FL,32164,0,3,4
FL,32170,0,1,1
FL,32173,1,7,22
FL,32174,0,2,0
FL,32177,0,1,0
FL,32178,2,2,2
FL,32202,3,0,6
FL,32204,0,4,1
FL,32205,0,1,1
FL,32207,0,1,2
FL,322073,0,0,1
FL,32210,0,1,1
FL,32212,0,2,0
FL,32214,2,0,0
FL,32217,0,0,1
FL,32218,2,1,0
FL,32225,1,0,5
FL,32228,0,0,2
FL,32232,548,300,187
FL,32233,8,2,7
FL,32240,2,1,0
FL,32254,1,0,0
FL,32258,0,1,0
FL,32259,0,3,0
FL,32301,181,90,34
FL,32303,1,0,0
FL,32304,2,0,1
FL,32305,1,0,0
FL,32306,1,0,1
FL,32306-2620,1,0,0
FL,32308,0,0,1
FL,32324,1,6,1
FL,32327,1,7,0
FL,32328,1,0,0
FL,32329,1,0,0
FL,32340,0,1,2
FL,32344,0,2,0
FL,32348,0,2,1
FL,32353,0,3,1
FL,32402,43,33,18
FL,32403,5,1,0
FL,32407,0,2,0
FL,32409,0,0,1
FL,32413,16,7,10
FL,32424,0,2,2
FL,32425,2,1,2
FL,32428,3,1,3
FL,32433,0,0,2
FL,32435,0,1,0
FL,32437,0,1,0
FL,32439,1,0,0
FL,32444,0,1,0
FL,32446,1,6,2
FL,32455,0,0,3
FL,32459,1,0,4
FL,32460,0,0,1
FL,32461,1,0,0
FL,32466,0,1,0
FL,32503,0,0,1
FL,32505,76,47,20
FL,32514,0,1,0
FL,32530,0,0,1
FL,32535,0,0,2
FL,32536,4,19,17
FL,32540,0,0,1
FL,32541,13,3,6
FL,32542,15,4,2
FL,32544,17,1,2
FL,32547,6,3,0
FL,32548,38,15,15
FL,32561,0,0,2
FL,32564,1,0,0
FL,32566,0,0,1
FL,32571,0,2,2
FL,32572,7,17,4
FL,32579,43,1,3
FL,32580,1,0,0
FL,32588,39,1,1
FL,32601,2,0,1
FL,32603,25,46,15
FL,32605,0,1,0
FL,32606,0,1,0
FL,32607,2,2,0
FL,32608,0,0,1
FL,32609,1,0,1
FL,32610,3,11,0
FL,32611,0,0,1
FL,32614,0,9,0
FL,32616,1,1,4
FL,32625,1,0,0
FL,32626,1,2,1
FL,32628,0,0,2
FL,32643,0,1,0
FL,32669,0,0,2
FL,32701,1,29,3
FL,32703,0,7,6
FL,32707,0,3,0
FL,32713,0,1,0
FL,32718,0,2,1
FL,32719,0,2,0
FL,32721,12,12,13
FL,32724,0,0,3
FL,32726,0,1,1
FL,32732,1,0,0
FL,32733,0,1,0
FL,32739,0,2,0
FL,32746,2,1,0
FL,32747,2,0,0
FL,32752,0,5,1
FL,32753,0,0,2
FL,32754,0,1,0
FL,32757,0,2,0
FL,32762,0,5,2
FL,32763,0,1,0
FL,32765,0,1,0
FL,32771,0,7,1
FL,32773,2,9,11
FL,32774,0,1,1
FL,32776,0,0,1
FL,32778,0,3,0
FL,32780,4,4,0
FL,32789,11,36,6
FL,32794,17,22,2
FL,32795,33,8,4
FL,32801,1,0,2
FL,32806,889,479,156
FL,32809,0,1,2
FL,32815,26,4,3
FL,32824,0,0,2
FL,32826,3,0,0
FL,32827,1,1,3
FL,32830,23,6,9
FL,32832,6,1,0
FL,32836,0,0,1
FL,32901,0,0,2
FL,32903,0,0,2
FL,32904,1,1,1
FL,32905,1,0,1
FL,32907,23,7,3
FL,32912,12,2,1
FL,32920,55,11,0
FL,32922,0,1,3
FL,32925,16,0,5
FL,32926,0,0,1
FL,32931,5,0,0
FL,32935,2,0,0
FL,32937,0,1,0
FL,32941,116,29,6
FL,32948,0,2,0
FL,32950,5,1,0
FL,32952,2,6,2
FL,32953,0,0,1
FL,32955,0,5,0
FL,32956,0,63,0
FL,32960,0,3,1
FL,32964,2,17,3
FL,32968,0,0,1
FL,32978,0,35,1
FL,33001,1,0,0
FL,33004,1,0,2
FL,33009,0,1,3
FL,33010,1,0,1
FL,33014,6,11,7
FL,33016,8,0,3
FL,33018,0,0,1
FL,33020,0,0,1
FL,33021,0,0,1
FL,33023,1,0,0
FL,33027,46,22,12
FL,33028,13,9,8
FL,33031,0,1,0
FL,33033,7,8,2
FL,33034,16,12,4
FL,33037,0,1,1
FL,33039,4,0,2
FL,33040,0,1,0
FL,33045,5,17,6
FL,33050,0,0,2
FL,33054,0,1,4
FL,33064,0,0,1
FL,33066,7,15,26
FL,33067,0,2,0
FL,33068,0,0,2
FL,33069,1,0,1
FL,33070,0,2,0
FL,33075,2,14,8
FL,33082,2,0,1
FL,33084,13,2,12
FL,33092,0,1,0
FL,33093,0,6,4
FL,33097,3,0,5
FL,33100,0,0,1
FL,33114,12,10,5
FL,33126,885,180,112
FL,33131,0,0,1
FL,33136,0,0,2
FL,33137,0,0,1
FL,33138,1,0,0
FL,33140,1,7,8
FL,33142,0,0,2
FL,33143,0,1,0
FL,33144,9,0,0
FL,33146,0,0,2
FL,33147,0,0,1
FL,33149,0,0,2
FL,33157,1,2,1
FL,33158,0,7,0
FL,33160,2,10,3
FL,33166,2,1,2
FL,33172,20,10,7
FL,33178,3,2,11
FL,33180,0,0,3
FL,33256,1,5,1
FL,33261,1,1,0
FL,33305,0,0,1
FL,33309,1,0,0
FL,33311,0,0,4
FL,33312,1,0,2
FL,33313,485,95,65
FL,33321,1,0,0
FL,33322,137,58,11
FL,33323,1,0,0
FL,33325,0,0,1
FL,33332,13,54,6
FL,33334,0,3,1
FL,33355,2,2,7
FL,33359,0,5,0
FL,33388,34,31,5
FL,33403,0,1,1
FL,33404,0,0,2
FL,33406,0,1,2
FL,33407,0,1,2
FL,33408,29,5,3
FL,33410,25,6,11
FL,33413,0,0,1
FL,33414,1,0,3
FL,33417,78,67,47
FL,33419,5,1,6
FL,33421,3,0,2
FL,33425,2,18,10
FL,33430,0,3,0
FL,33431,0,0,1
FL,33434,173,26,21
FL,33441,0,1,0
FL,33442,1,1,0
FL,33443,6,3,3
FL,33445,16,19,6
FL,33454,1,0,1
FL,33458,38,7,6
FL,33462,0,11,0
FL,33463,1,7,3
FL,33469,0,1,0
FL,33470,0,6,2
FL,33471,0,3,0
FL,33473,0,0,1
FL,33475,0,1,0
FL,33480,4,4,0
FL,33487,0,1,0
FL,33493,1,2,1
FL,33503,0,0,1
FL,33508,19,33,5
FL,33513,0,4,3
FL,33521,0,1,0
FL,33523,1,20,2
FL,33525,0,0,1
FL,33534,0,0,2
FL,33541,0,10,6
FL,33543,0,1,0
FL,33545,3,2,3
FL,33547,5,1,4
FL,33548,0,2,2
FL,33556,2,0,2
FL,33563,3,1,8
FL,33569,12,0,8
FL,33573,0,3,0
FL,33575,0,0,1
FL,33583,4,0,2
FL,33586,0,6,0
FL,33592,2,0,1
FL,33601,0,0,1
FL,33602,1,0,0
FL,33603,803,224,159
FL,33605,1,3,1
FL,33607,0,1,0
FL,33608,21,4,0
FL,33610,1,0,1
FL,33617,39,2,1
FL,33619,0,0,2
FL,33621,1,0,0
FL,33624,1,0,3
FL,33626,0,0,1
FL,33635,0,0,1
FL,33675,0,1,0
FL,33701,0,1,0
FL,33702,0,1,0
FL,33706,0,1,0
FL,33707,0,5,0
FL,33708,0,0,1
FL,33710,0,0,1
FL,33712,0,1,0
FL,33713,0,0,1
FL,33716,2,1,1
FL,33744,1,3,0
FL,33747,152,135,27
FL,33755,0,0,1
FL,33756,0,0,1
FL,33762,0,0,1
FL,33763,1,0,0
FL,33765,41,29,19
FL,33767,0,0,1
FL,33773,0,0,1
FL,33775,0,6,2
FL,33777,0,1,0
FL,33778,14,22,26
FL,33781,3,11,1
FL,33801,0,0,4
FL,33803,0,0,3
FL,33805,0,1,0
FL,33806,45,37,39
FL,33809,0,0,1
FL,33813,0,0,2
FL,33823,1,1,4
FL,33826,1,1,3
FL,33830,1,1,2
FL,33831,8,11,7
FL,33834,0,0,1
FL,33838,0,0,3
FL,33839,0,0,2
FL,33840,0,0,1
FL,33841,2,0,0
FL,33844,0,0,6
FL,33860,5,1,37
FL,33862,0,3,0
FL,33868,0,1,2
FL,33870,2,15,2
FL,33873,0,0,1
FL,33880,0,0,3
FL,33881,0,1,3
FL,33883,0,19,10
FL,33884,0,0,1
FL,33896,2,10,5
FL,33898,1,18,5
FL,33902,1,8,15
FL,33906,18,50,43
FL,33907,0,1,0
FL,33908,0,0,2
FL,33913,0,0,2
FL,33916,0,0,2
FL,33918,0,1,1
FL,33924,0,0,1
FL,33927,0,1,0
FL,33929,1,1,1
FL,33931,0,1,0
FL,33948,3,70,3
FL,33951,2,8,2
FL,33952,0,0,1
FL,33957,1,0,0
FL,33967,0,0,1
FL,33970,0,17,0
FL,33971,1,0,0
FL,33975,0,1,0
FL,33991,0,7,19
FL,34108,0,0,1
FL,34109,0,2,0
FL,34116,36,75,38
FL,34117,0,0,1
FL,34119,0,0,1
FL,34135,8,1,6
FL,34141,0,1,1
FL,34142,0,0,1
FL,34143,0,1,1
FL,34145,0,0,3
FL,34201,0,1,1
FL,34203,0,0,1
FL,34205,0,1,1
FL,34208,49,33,12
FL,34210,0,1,0
FL,34219,2,2,1
FL,34221,2,2,1
FL,34232,114,64,24
FL,34234,0,0,1
FL,34236,1,0,2
FL,34243,0,0,3
FL,34265,4,6,11
FL,34268,0,1,0
FL,34275,1,0,1
FL,34284,3,41,6
FL,34285,1,0,4
FL,34289,0,1,0
FL,34292,0,0,2
FL,34429,2,15,2
FL,34450,1,0,0
FL,34451,0,15,0
FL,34460,1,2,1
FL,34461,0,0,1
FL,34471,0,1,3
FL,34474,0,0,3
FL,34478,4,73,17
FL,34484,0,2,0
FL,34549,0,1,0
FL,34603,1,58,12
FL,34611,1,14,3
FL,34613,0,1,0
FL,34639,0,5,0
FL,34653,6,21,5
FL,34655,4,2,0
FL,34667,0,14,1
FL,34673,0,1,1
FL,34677,15,3,7
FL,34684,0,6,3
FL,34688,0,0,1
FL,34690,0,0,1
FL,34695,1,1,0
FL,34697,0,1,6
FL,34713,0,3,3
FL,34736,0,1,4
FL,34743,0,1,0
FL,34746,4,23,14
FL,34747,19,24,0
FL,34749,2,11,1
FL,34758,0,1,0
FL,34761,6,3,7
FL,34772,0,31,2
FL,34778,0,25,2
FL,34785,0,1,2
FL,34947,6,16,12
FL,34956,0,4,0
FL,34957,14,0,0
FL,34973,0,16,0
FL,34986,2,19,4
FL,34995,7,7,7
GA,30000,0,0,1
GA,30003,1,0,0
GA,30004,36,5,2
GA,30005,61,5,4
GA,30006,68,149,39
GA,30008,0,0,2
GA,30009,323,38,28
GA,30010,4,0,0
GA,30011,0,0,3
GA,30012,1,2,1
GA,30013,35,24,9
GA,30014,1,2,4
GA,30015,3,2,6
GA,30016,0,0,1
GA,30017,0,0,1
GA,30019,0,0,1
GA,30021,1,1,0
GA,30022,22,0,0
GA,30024,38,14,12
GA,30025,3,4,4
GA,30026,4,3,0
