state,Zip,1.0,2.0,3.0,4.0,5.0
NH,03264,0,0,1,0,0
NH,03275,0,0,2,0,0
NH,03276,0,1,12,0,0
NH,03301,0,0,3,4,0
NH,03302,0,0,24,30,4
NH,03304,0,0,3,0,0
NH,03431,0,0,9,9,7
NH,03446,0,0,1,1,0
NH,03452,0,0,1,2,1
NH,03458,0,0,1,2,2
NH,03467,0,0,0,0,1
NH,03470,0,0,1,1,1
NH,03561,0,2,7,0,2
NH,03570,0,0,1,0,3
NH,03576,0,0,1,0,0
NH,03580,0,0,1,1,1
NH,03584,0,0,2,4,2
NH,03602,0,0,1,0,0
NH,03741,0,0,1,0,0
NH,03743,0,1,6,8,2
NH,03748,0,0,0,2,0
NH,03755,0,0,64,135,7
NH,03766,0,0,25,45,20
NH,03784,0,0,1,0,0
NH,03801,0,1,40,33,1
NH,03805,0,0,15,15,0
NH,03820,0,3,17,3,0
NH,03821,0,0,8,12,1
NH,03824,0,0,2,2,0
NH,03825,0,0,1,0,0
NH,03833,0,0,6,7,3
NH,03835,0,0,1,0,1
NH,03843,0,0,7,5,0
NH,03858,0,0,1,0,0
NH,03860,0,0,6,11,1
NH,03862,0,0,1,1,0
NH,03865,0,0,9,0,0
NH,03866,0,0,3,6,0
NH,03867,0,0,5,0,0
NH,03870,0,1,4,1,1
NH,03874,0,0,4,17,0
NH,03878,0,0,6,1,0
NH,03885,0,0,2,0,0
NH,03894,0,0,7,6,2
NJ,07506,0,0,1,0,0
NJ,00000,0,0,0,10,0
NJ,07001,0,0,1,6,1
NJ,07002,0,0,4,1,0
NJ,07003,0,0,17,12,0
NJ,07004,0,0,8,9,1
NJ,07005,0,0,0,1,0
NJ,07006,0,0,3,3,1
NJ,07007,0,0,11,11,1
NJ,07008,0,0,8,2,2
NJ,07009,0,0,3,6,1
NJ,07011,0,0,24,25,0
NJ,07012,0,0,0,1,0
NJ,07013,0,0,3,0,0
NJ,07016,0,0,3,2,1
NJ,07017,0,0,0,0,1
NJ,07018,0,0,1,0,0
NJ,07019,0,0,3,2,1
NJ,07020,0,0,2,0,0
NJ,07021,0,0,1,0,0
NJ,07022,0,0,1,0,0
NJ,07023,0,0,0,0,1
NJ,07024,0,0,1,2,1
NJ,07026,0,0,3,0,0
NJ,07029,0,0,1,0,0
NJ,07030,0,1,14,20,4
NJ,07032,0,0,1,0,0
NJ,07033,0,0,3,2,8
NJ,07035,0,0,2,0,0
NJ,07036,0,0,7,6,2
NJ,07039,0,0,18,83,6
NJ,07040,0,0,1,0,0
NJ,07042,0,0,0,0,1
NJ,07043,0,0,1,1,0
NJ,07044,0,0,4,1,1
NJ,07045,0,4,4,0,0
NJ,07047,0,0,3,1,0
NJ,07050,0,0,1,0,0
NJ,07051,0,0,1,0,0
NJ,07052,0,0,8,4,7
NJ,07054,0,0,113,225,15
NJ,07055,0,1,2,0,0
NJ,07057,0,0,1,0,0
NJ,07058,0,4,4,5,0
NJ,07059,0,0,36,54,1
NJ,07060,0,0,0,1,0
NJ,07061,0,0,2,1,0
NJ,07062,0,0,2,0,0
NJ,07064,0,0,0,1,0
NJ,07065,0,0,2,24,10
NJ,07066,0,0,5,21,5
NJ,07067,0,0,1,0,0
NJ,07068,0,0,15,50,2
NJ,07069,0,0,3,1,2
NJ,07070,0,0,1,1,0
NJ,07071,0,0,6,11,1
NJ,07072,0,0,8,6,1
NJ,07073,0,0,11,4,0
NJ,07074,0,0,3,4,0
NJ,07077,0,0,2,0,0
NJ,07078,0,0,3,6,0
NJ,07079,0,0,2,0,0
NJ,07080,0,0,16,22,2
NJ,07081,0,0,4,1,2
NJ,07082,0,0,0,2,0
NJ,07083,0,0,10,10,3
NJ,07086,0,0,8,17,0
NJ,07087,0,0,3,3,0
NJ,07088,0,0,1,0,0
NJ,07090,0,0,0,0,1
NJ,07091,0,0,4,1,2
NJ,07092,0,0,0,1,1
NJ,07093,0,0,2,0,0
NJ,07094,0,1,27,16,2
NJ,07095,0,0,17,14,1
NJ,07097,0,0,19,32,1
NJ,07101,0,0,19,32,5
NJ,07102,0,0,65,111,16
NJ,07103,0,0,0,0,1
NJ,07104,0,2,4,34,4
NJ,07105,0,1,1,2,0
NJ,07109,0,0,0,6,1
NJ,07110,0,1,1,0,1
NJ,07114,0,0,4,4,0
NJ,07201,0,2,5,3,1
NJ,07202,0,0,3,0,0
NJ,07203,0,0,1,0,0
NJ,07204,0,0,1,0,0
NJ,07205,0,0,8,0,0
NJ,07206,0,0,1,0,0
NJ,07207,0,0,8,8,2
NJ,07302,0,0,25,41,2
NJ,07305,0,0,1,1,0
NJ,07306,0,0,10,10,0
NJ,07308,0,1,126,306,13
NJ,07310,0,0,5,3,0
NJ,07311,0,0,1,8,1
NJ,07401,0,0,0,6,1
NJ,07403,0,0,1,0,1
NJ,07405,0,0,2,0,0
NJ,07407,0,0,4,9,0
NJ,07410,0,0,4,9,3
NJ,07416,0,0,1,0,0
NJ,07417,0,1,18,59,11
NJ,07424,0,0,3,8,1
NJ,07428,0,0,1,0,0
NJ,07430,0,1,16,29,1
NJ,07436,0,0,8,0,0
NJ,07444,0,0,0,1,0
NJ,07446,0,0,4,2,1
NJ,07451,0,0,5,11,0
NJ,07452,0,0,2,0,0
NJ,07457,0,0,0,1,0
NJ,07458,0,0,1,3,0
NJ,07461,0,0,2,1,0
NJ,07462,0,0,1,1,0
NJ,07463,0,0,1,0,0
NJ,07470,0,0,27,31,2
NJ,07480,0,0,1,0,0
NJ,07495,0,0,0,4,0
NJ,07501,0,0,1,0,0
NJ,07503,0,0,0,2,0
NJ,07505,0,0,1,0,0
NJ,07509,0,0,12,11,0
NJ,07510,0,0,2,0,0
NJ,07511,0,0,3,10,1
NJ,07512,0,0,6,1,0
NJ,07601,0,1,55,95,20
NJ,07602,0,1,32,46,3
NJ,07604,0,0,1,0,0
NJ,07605,0,0,4,5,0
NJ,07606,0,0,2,0,0
NJ,07608,0,0,7,1,2
NJ,07621,0,0,0,1,0
NJ,07626,0,0,0,1,0
NJ,07630,0,0,4,0,0
NJ,07631,0,0,2,10,0
NJ,07632,0,0,6,18,0
NJ,07641,0,0,1,0,0
NJ,07644,0,0,2,0,0
NJ,07645,0,0,8,53,0
NJ,07647,0,0,2,11,0
NJ,07649,0,0,2,0,0
NJ,07650,0,0,6,1,0
NJ,07652,0,0,17,9,4
NJ,07656,0,0,3,4,0
NJ,07657,0,0,3,3,0
NJ,07660,0,0,6,0,0
NJ,07661,0,0,2,0,0
NJ,07662,0,0,6,0,0
NJ,07663,0,0,52,42,6
NJ,07666,0,0,11,20,3
NJ,07675,0,0,1,4,0
NJ,07677,0,0,6,15,6
NJ,07701,0,0,48,114,33
NJ,07702,0,0,3,13,0
NJ,07712,0,0,1,1,1
NJ,07716,0,0,0,1,0
NJ,07719,0,0,10,22,6
NJ,07721,0,0,2,0,0
NJ,07722,0,0,1,0,0
NJ,07724,0,0,11,24,1
NJ,07726,0,0,3,1,0
NJ,07727,0,0,3,0,0
NJ,07728,0,0,22,47,8
NJ,07730,0,0,2,1,2
NJ,07731,0,0,4,0,0
NJ,07732,0,0,1,0,0
NJ,07733,0,0,11,30,6
NJ,07738,0,0,0,1,1
NJ,07740,0,0,16,30,1
NJ,07746,0,0,3,1,0
NJ,07747,0,0,24,49,0
NJ,07748,0,0,10,23,1
NJ,07751,0,0,1,3,0
NJ,07753,0,0,36,70,21
NJ,07756,0,0,1,7,0
NJ,07757,0,0,2,1,0
NJ,07764,0,0,2,0,1
NJ,07799,0,0,13,10,1
NJ,07801,0,0,10,11,0
NJ,07803,0,0,1,0,0
NJ,07806,0,0,6,6,0
NJ,07821,0,0,0,1,0
NJ,07823,0,0,0,0,1
NJ,07828,0,0,1,4,0
NJ,07830,0,0,2,1,0
NJ,07834,0,0,5,4,1
NJ,07836,0,0,6,9,0
NJ,07840,0,0,15,16,3
NJ,07847,0,0,0,0,1
NJ,07848,0,0,1,0,0
NJ,07849,0,0,1,0,0
NJ,07852,0,0,2,0,2
NJ,07856,0,0,1,2,0
NJ,07860,0,0,8,13,1
NJ,07866,0,1,3,6,0
NJ,07869,0,0,2,4,3
NJ,07871,0,0,6,1,1
NJ,07876,0,0,4,0,0
NJ,07882,0,0,5,1,0
NJ,07885,0,0,4,2,0
NJ,07901,0,0,4,10,0
NJ,07902,0,0,0,0,1
NJ,07920,0,0,50,100,5
NJ,07921,0,0,6,28,0
NJ,07922,0,0,11,25,2
NJ,07924,0,0,3,1,0
NJ,07927,0,0,0,1,0
NJ,07928,0,1,2,0,0
NJ,07930,0,0,4,0,2
NJ,07931,0,0,0,2,0
NJ,07932,0,0,65,135,3
NJ,07934,0,0,1,0,0
NJ,07936,0,0,11,51,15
NJ,07938,0,0,9,36,0
NJ,07939,0,0,1,1,1
NJ,07940,0,0,4,13,8
NJ,07945,0,0,0,4,0
NJ,07950,0,0,4,19,3
NJ,07960,0,0,41,99,16
NJ,07974,0,0,27,31,2
NJ,07977,0,0,6,15,1
NJ,07981,0,0,9,22,7
NJ,08002,0,0,11,6,1
NJ,08003,0,0,3,0,0
NJ,08005,0,0,2,0,0
NJ,08007,0,1,1,1,0
NJ,08009,0,0,0,9,0
NJ,08010,0,0,10,4,1
NJ,08012,0,0,4,2,1
NJ,08014,0,0,2,3,0
NJ,08016,0,0,18,22,4
NJ,08021,0,0,4,0,0
NJ,08022,0,0,1,0,0
NJ,08023,0,0,1,4,0
NJ,08028,0,5,9,6,9
NJ,08031,0,0,1,1,0
NJ,08033,0,0,0,1,0
NJ,08034,0,0,24,29,12
NJ,08036,0,0,0,0,2
NJ,08037,0,0,7,0,1
NJ,08038,0,0,1,2,0
NJ,08043,0,0,34,90,15
NJ,08045,0,0,2,0,0
NJ,08046,0,0,4,6,2
NJ,08048,0,0,2,0,2
NJ,08050,0,0,5,27,7
NJ,08051,0,0,1,0,1
NJ,08052,0,0,6,1,10
NJ,08053,0,0,16,30,13
NJ,08054,0,2,84,200,7
NJ,08055,0,0,0,1,3
NJ,08056,0,0,1,0,0
NJ,08057,0,0,25,70,15
NJ,08059,0,0,2,0,0
NJ,08060,0,0,23,50,7
NJ,08062,0,0,1,0,0
NJ,08066,0,0,6,5,1
NJ,08069,0,0,1,0,0
NJ,08070,0,0,4,3,0
NJ,08075,0,0,3,2,0
NJ,08077,0,0,7,8,2
NJ,08079,0,0,3,5,0
NJ,08080,0,0,6,8,9
NJ,08081,0,0,3,0,0
NJ,08084,0,0,1,11,5
NJ,08085,0,0,15,5,3
NJ,08086,0,0,6,2,1
NJ,08087,0,0,0,0,1
NJ,08091,0,0,3,0,0
NJ,08093,0,0,0,1,0
NJ,08094,0,0,3,0,2
NJ,08096,0,1,5,11,6
NJ,08097,0,0,1,0,0
NJ,08098,0,0,1,0,0
NJ,08099,0,0,2,2,0
NJ,08100,0,0,1,1,0
NJ,08101,0,0,8,4,7
NJ,08103,0,0,98,146,25
NJ,08104,0,0,3,0,0
NJ,08106,0,0,1,3,0
NJ,08107,0,0,1,0,0
NJ,08108,0,0,2,0,1
NJ,08109,0,0,2,5,1
NJ,08110,0,0,5,3,0
NJ,08201,0,0,4,3,0
NJ,08203,0,0,3,1,0
NJ,08204,0,0,7,3,2
NJ,08205,0,3,7,5,0
NJ,08210,0,0,1,4,4
NJ,08212,0,0,1,0,0
NJ,08214,0,0,1,0,0
NJ,08215,0,0,2,0,0
NJ,08217,0,0,1,0,0
NJ,08221,0,0,2,4,0
NJ,08223,0,0,2,0,0
NJ,08225,0,0,1,2,1
NJ,08226,0,0,1,0,0
NJ,08230,0,0,1,0,0
NJ,08232,0,3,3,4,0
NJ,08234,0,3,18,16,5
NJ,08241,0,0,1,0,0
NJ,08242,0,0,1,0,1
NJ,08243,0,0,1,0,0
NJ,08244,0,0,4,4,0
NJ,08247,0,0,1,0,0
NJ,08250,0,0,1,0,0
NJ,08251,0,0,1,0,0
NJ,08260,0,0,1,0,0
NJ,08270,0,0,2,0,0
NJ,08302,0,0,7,0,0
NJ,08310,0,0,1,0,0
NJ,08319,0,0,1,0,0
NJ,08322,0,0,1,0,0
NJ,08330,0,0,1,1,1
NJ,08332,0,0,24,10,5
NJ,08343,0,0,1,0,0
NJ,08346,0,0,4,2,0
NJ,08360,0,0,12,2,1
NJ,08401,0,1,0,4,0
NJ,08402,0,1,1,0,0
NJ,08403,0,0,1,0,0
NJ,08404,0,0,3,21,1
NJ,08406,0,0,1,0,0
NJ,08501,0,0,1,0,0
NJ,08502,0,0,1,0,1
NJ,08505,0,2,2,0,0
NJ,08510,0,0,0,1,0
NJ,08512,0,0,15,28,3
NJ,08518,0,0,1,0,0
NJ,08520,0,0,12,3,5
NJ,08525,0,0,4,10,1
NJ,08527,0,0,4,3,0
NJ,08530,0,0,1,1,0
NJ,08534,0,0,34,31,2
NJ,08536,0,0,13,39,7
NJ,08540,0,0,19,79,13
NJ,08542,0,5,85,193,55
NJ,08543,0,0,1,3,1
NJ,08544,0,0,7,10,19
NJ,08558,0,0,0,3,2
NJ,08560,0,0,4,12,2
NJ,08562,0,0,5,9,0
NJ,08601,0,0,19,12,2
NJ,08608,0,0,6,0,0
NJ,08610,0,0,4,0,1
NJ,08611,0,0,0,0,1
NJ,08619,0,0,1,3,0
NJ,08625,0,0,1,4,3
NJ,08628,0,0,31,29,3
NJ,08629,0,3,73,96,12
NJ,08638,0,0,0,1,0
NJ,08640,0,0,31,3,0
NJ,08641,0,0,0,1,0
NJ,08648,0,0,12,11,5
NJ,08691,0,0,5,2,1
NJ,08701,0,0,19,8,6
NJ,08723,0,0,8,29,7
NJ,08724,0,0,10,26,5
NJ,08731,0,0,7,2,0
NJ,08733,0,0,10,39,4
NJ,08735,0,0,1,0,0
NJ,08736,0,0,2,0,1
NJ,08742,0,0,2,2,1
NJ,08753,0,0,8,2,0
NJ,08755,0,0,2,72,0
NJ,08757,0,7,16,5,1
NJ,08758,0,0,2,0,0
NJ,08759,0,0,7,11,7
NJ,08805,0,0,3,0,0
NJ,08807,0,0,56,155,22
NJ,08809,0,0,3,3,1
NJ,08810,0,0,6,6,0
NJ,08816,0,0,20,37,0
NJ,08817,0,0,14,32,3
NJ,08818,0,0,4,4,0
NJ,08820,0,0,3,3,0
NJ,08822,0,0,4,4,0
NJ,08827,0,0,1,9,0
NJ,08830,0,0,33,55,1
NJ,08831,0,0,18,18,3
NJ,08832,0,0,2,1,0
NJ,08833,0,0,1,5,0
NJ,08835,0,0,1,0,0
NJ,08837,0,0,11,16,0
NJ,08840,0,0,2,1,0
NJ,08844,0,0,5,4,0
NJ,08846,0,0,0,5,1
NJ,08848,0,0,1,1,0
NJ,08850,0,0,3,1,0
NJ,08852,0,0,7,11,1
NJ,08853,0,0,0,3,0
NJ,08854,0,0,55,98,12
NJ,08855,0,0,3,4,1
NJ,08857,0,0,2,3,0
NJ,08859,0,0,2,4,0
NJ,08861,0,0,9,0,0
NJ,08863,0,0,1,0,0
NJ,08865,0,0,3,10,9
NJ,08869,0,0,8,30,9
NJ,08871,0,0,2,0,0
NJ,08872,0,0,2,0,0
NJ,08873,0,0,89,112,85
NJ,08875,0,0,1,1,0
NJ,08876,0,0,45,57,3
NJ,08879,0,0,2,1,0
NJ,08882,0,0,2,1,0
NJ,08884,0,0,1,0,0
NJ,08886,0,0,2,2,1
NJ,08888,0,0,1,6,0
NJ,08889,0,0,1,4,1
NJ,08899,0,0,51,81,5
NJ,08901,0,1,93,163,75
NJ,08902,0,0,45,22,3
NJ,08904,0,0,1,3,0
NJ,10004,0,0,1,0,0
NJ,34021,0,0,0,1,0
NJ,91766,0,0,1,0,0
NM,79913,0,0,0,1,0
NM,87002,0,0,1,3,1
NM,87004,0,0,1,0,0
NM,87016,0,0,0,2,0
NM,87020,0,0,3,6,2
NM,87021,0,0,3,3,1
NM,87031,0,1,1,1,0
NM,87035,0,0,1,0,0
NM,87045,0,0,0,1,0
NM,87102,0,0,0,0,1
NM,87108,0,0,0,1,0
NM,87117,0,0,1,4,3
NM,87144,0,1,12,21,5
NM,87190,0,4,177,414,54
NM,87305,0,0,5,18,3
NM,87325,0,0,2,0,0
NM,87327,0,0,0,2,0
NM,87410,0,0,3,3,1
NM,87413,0,0,2,0,0
NM,87420,0,0,6,1,2
NM,87499,0,1,7,9,3
NM,87501,0,4,38,43,5
NM,87528,0,0,2,0,0
NM,87533,0,0,0,22,3
NM,87544,0,3,312,2862,1598
NM,87571,0,0,1,2,0
NM,87701,0,0,2,1,0
NM,87714,0,0,1,0,0
NM,87740,0,0,0,3,0
NM,87801,0,0,1,0,1
NM,88002,0,1,9,14,0
NM,88006,0,0,28,51,8
NM,88031,0,0,3,3,0
NM,88032,0,0,2,0,0
NM,88061,0,0,0,4,0
NM,88065,0,0,3,0,0
NM,88081,0,0,6,0,0
NM,88101,0,0,8,17,4
NM,88103,0,0,2,7,0
NM,88115,0,0,2,0,0
NM,88130,0,0,0,3,0
NM,88201,0,0,8,20,2
NM,88211,0,1,4,3,1
NM,88221,0,0,16,8,2
NM,88231,0,0,1,0,0
NM,88241,0,0,10,14,3
NM,88260,0,0,1,3,0
NM,88310,0,0,2,0,1
NM,88330,0,0,1,0,0
NM,88342,0,0,2,0,0
NM,88345,0,0,5,1,0
NM,88401,0,0,1,5,0
NV,89001,0,0,1,0,0
NV,89004,0,0,1,0,0
NV,89005,0,0,2,2,1
NV,89008,0,0,1,0,0
NV,89011,0,1,4,0,0
NV,89015,0,0,1,0,0
NV,89018,0,0,7,15,0
NV,89019,0,0,0,3,0
NV,89025,0,0,1,0,0
NV,89027,0,0,1,5,0
NV,89028,0,0,1,0,0
NV,89030,0,0,10,1,0
NV,89032,0,0,4,1,0
NV,89044,0,0,1,0,0
NV,89048,0,0,4,4,0
NV,89049,0,1,0,1,1
NV,89052,0,0,2,2,1
NV,89061,0,0,1,0,0
NV,89077,0,2,25,32,10
NV,89086,0,1,26,33,6
NV,89101,0,0,11,2,1
NV,89102,6,13,411,706,126
NV,89103,0,0,5,2,0
NV,89104,1,0,0,0,0
NV,89106,0,0,3,3,0
NV,89107,0,0,2,0,0
NV,89108,0,0,4,0,0
NV,89109,0,0,5,1,0
NV,89111,0,0,2,1,0
NV,89113,0,0,2,0,0
NV,89115,0,1,2,0,0
NV,89117,0,0,0,1,0
NV,89118,0,4,11,3,0
NV,89119,0,0,7,3,0
NV,89120,0,0,8,0,0
NV,89121,0,0,1,2,0
NV,89122,0,0,1,0,0
NV,89128,0,0,0,1,0
NV,89129,0,0,3,0,0
NV,89130,0,0,1,0,0
NV,89131,0,0,1,0,0
NV,89145,0,0,1,0,0
NV,89146,0,0,4,2,3
NV,89148,0,0,1,1,0
NV,89154,0,0,5,2,7
NV,89169,0,0,5,2,0
NV,89191,0,0,7,10,0
NV,89301,0,0,2,1,0
NV,89406,0,1,5,12,3
NV,89408,0,0,5,1,0
NV,89410,0,0,2,0,0
NV,89415,0,0,1,2,0
NV,89419,0,0,0,0,1
NV,89421,0,0,1,0,0
NV,89423,0,0,2,7,0
NV,89431,0,1,3,0,0
NV,89432,0,0,0,1,0
NV,89434,1,1,10,4,0
NV,89435,0,0,26,27,6
NV,89438,0,0,1,0,0
NV,89439,0,0,2,0,0
NV,89442,0,0,0,0,1
NV,89445,0,0,1,5,0
NV,89448,0,0,2,0,0
NV,89449,0,0,2,1,0
NV,89451,0,0,0,1,0
NV,89460,0,0,2,0,0
NV,89501,0,1,6,0,0
NV,89502,0,4,13,9,2
NV,89503,0,0,1,0,0
NV,89505,0,1,230,276,63
NV,89506,0,0,2,0,0
NV,89511,0,0,2,0,0
NV,89512,0,0,2,0,0
NV,89521,0,0,4,0,0
NV,89523,0,0,5,0,0
NV,89701,0,1,1,0,0
NV,89703,0,1,13,15,3
NV,89706,0,2,1,0,0
NV,89801,0,2,5,0,0
NV,89803,0,0,5,1,1
NV,89820,0,0,4,4,0
NV,89822,0,1,11,5,0
NV,89835,0,1,3,3,0
NV,98434,0,0,1,0,0
NY,55337,0,0,1,0,0
NY,10004,0,0,1,0,0
NY,10001,0,0,2,1,1
NY,10005,0,0,1,0,0
NY,10007,0,0,1,1,0
NY,10011,0,0,0,1,0
NY,10012,0,0,0,0,1
NY,10016,0,0,0,1,0
NY,10017,0,0,1,1,1
NY,10018,0,0,0,6,1
NY,10019,0,0,1,0,0
NY,10022,0,0,0,0,1
NY,10026,0,0,1,0,0
NY,10035,0,0,1,0,0
NY,10036,0,0,0,1,0
NY,10105,0,0,0,1,0
NY,10150,0,0,1,2,0
NY,10165,0,0,6,17,3
NY,10167,0,0,122,172,17
NY,10173,0,0,0,0,1
NY,10175,0,0,95,148,18
NY,10176,0,8,1377,2714,443
NY,10279,0,0,0,0,1
NY,10312,0,0,1,0,0
NY,10314,0,0,21,41,12
NY,10458,0,0,1,0,0
NY,10460,0,0,32,28,34
NY,10461,0,0,6,1,0
NY,10462,0,0,1,0,0
NY,10471,0,0,1,0,1
NY,10501,0,0,2,0,0
NY,10502,0,0,2,2,2
NY,10504,0,0,1,1,0
NY,10506,0,0,0,1,0
NY,10507,0,1,0,0,0
NY,10509,0,0,5,3,0
NY,10510,0,0,1,0,0
NY,10511,0,0,0,1,0
NY,10512,0,1,4,2,0
NY,10519,0,0,1,0,0
NY,10520,0,1,1,0,0
NY,10522,0,0,1,0,0
NY,10523,0,4,11,15,0
NY,10528,0,0,18,4,1
NY,10532,0,0,1,4,1
NY,10533,0,0,0,1,0
NY,10543,0,0,4,33,0
NY,10548,0,1,0,2,1
NY,10549,0,0,2,0,2
NY,10550,0,0,3,0,0
NY,10553,0,0,4,2,0
NY,10560,0,0,2,1,0
NY,10562,0,0,1,0,1
NY,10566,0,0,8,0,0
NY,10567,0,0,1,1,2
NY,10570,0,0,2,2,0
NY,10573,0,0,5,9,3
NY,10577,0,0,10,15,2
NY,10580,0,0,4,2,0
NY,10583,0,0,3,1,0
NY,10589,0,0,12,6,1
NY,10591,0,0,16,61,23
NY,10594,0,0,2,0,0
NY,10595,0,0,6,13,2
NY,10598,0,0,3,21,16
NY,10601,0,0,1,0,0
NY,10603,0,0,0,2,0
NY,10604,0,0,0,0,1
NY,10605,0,0,1,0,0
NY,10606,0,0,31,24,9
NY,10701,0,0,16,14,3
NY,10708,0,0,1,0,0
NY,10710,2,0,3,0,0
NY,10801,0,1,3,2,6
NY,10910,0,0,0,1,0
NY,10911,0,0,0,0,1
NY,10913,0,0,1,1,0
NY,10917,0,0,1,0,0
NY,10918,0,0,3,2,0
NY,10920,0,0,3,3,0
NY,10921,0,0,0,1,0
NY,10924,0,0,3,0,2
NY,10925,0,0,0,0,1
NY,10927,0,0,2,0,0
NY,10940,0,0,29,57,12
NY,10941,0,0,2,0,0
NY,10949,0,0,3,0,1
NY,10952,0,0,0,0,1
NY,10953,0,0,0,1,0
NY,10954,0,0,5,0,1
NY,10956,0,0,2,3,3
NY,10960,0,0,0,0,2
NY,10962,0,0,20,9,1
NY,10964,0,0,1,0,0
NY,10965,0,1,14,19,79
NY,10970,0,0,0,0,1
NY,10973,0,0,0,1,0
NY,10977,0,1,11,1,3
NY,10983,0,0,3,0,0
NY,10984,0,0,1,0,0
NY,10989,0,0,1,0,0
NY,10990,0,0,2,0,0
NY,10993,0,0,0,3,0
NY,10994,0,1,1,1,0
NY,10996,0,0,12,4,8
NY,11002,0,0,1,0,0
NY,11003,0,0,1,0,0
NY,11004,0,0,3,5,5
NY,11020,0,0,2,6,0
NY,11026,0,0,6,4,2
NY,11030,0,1,18,43,16
NY,11040,0,1,19,73,22
NY,11050,0,0,3,5,1
NY,11101,0,0,0,1,0
NY,11102,0,0,4,0,1
NY,11104,0,0,0,1,0
NY,11109,0,0,68,129,10
NY,11201,0,0,4,8,3
NY,11212,0,0,0,1,0
NY,11215,0,0,1,0,0
NY,11218,0,0,0,1,0
NY,11225,0,4,113,153,39
NY,11233,0,0,1,0,0
NY,11234,0,0,1,0,0
NY,11252,0,0,0,2,2
NY,11354,0,0,0,1,0
NY,11355,0,0,13,4,1
NY,11356,0,0,10,1,1
NY,11368,0,0,1,0,0
NY,11374,0,0,0,0,1
NY,11375,0,0,8,13,2
NY,11377,0,0,5,1,0
NY,11378,0,0,0,0,1
NY,11379,0,1,0,1,0
NY,11380,0,0,1,0,0
NY,11385,0,0,1,0,0
NY,11411,0,0,3,0,0
NY,11414,0,0,1,0,0
NY,11415,0,0,18,21,6
NY,11418,0,0,4,0,0
NY,11420,0,1,3,1,0
NY,11426,0,0,0,0,1
NY,11428,0,0,2,2,0
NY,11430,0,0,0,1,0
NY,11432,0,0,0,0,1
NY,11433,0,0,24,4,2
NY,11435,0,0,1,0,1
NY,11501,0,1,11,30,2
NY,11510,0,0,0,1,1
NY,11518,0,2,1,0,1
NY,11520,0,0,5,0,0
NY,11530,0,0,1,0,0
NY,11531,0,0,6,8,1
NY,11542,0,0,8,8,5
NY,11545,0,0,1,0,0
NY,11548,0,0,2,5,1
NY,11550,0,0,2,2,0
NY,11553,0,0,7,12,0
NY,11554,0,0,1,0,2
NY,11557,0,0,1,0,0
NY,11559,0,0,0,3,0
NY,11561,0,0,1,0,0
NY,11563,0,0,5,1,0
NY,11565,0,0,0,1,0
NY,11566,0,0,0,0,1
NY,11568,0,0,1,1,2
NY,11572,0,0,1,0,0
NY,11575,0,0,4,2,0
NY,11579,0,0,0,0,1
NY,11580,0,0,0,5,0
NY,11582,0,0,8,10,3
NY,11590,0,4,12,11,1
NY,11693,0,0,1,0,0
NY,11701,0,0,5,14,0
NY,11702,0,0,2,0,0
NY,11703,0,0,1,0,1
NY,11704,0,0,4,0,0
NY,11705,0,0,5,0,0
NY,11706,0,0,8,18,2
NY,11710,0,0,2,1,0
NY,11713,0,0,1,0,0
NY,11714,0,0,7,5,0
NY,11716,0,4,37,31,3
NY,11717,0,0,7,2,0
NY,11719,0,0,2,1,0
NY,11720,0,0,5,1,0
NY,11722,0,0,3,0,1
NY,11724,0,0,2,11,7
NY,11725,0,0,6,4,0
NY,11726,0,0,2,0,0
NY,11727,0,0,3,0,0
NY,11729,0,0,5,4,0
NY,11730,0,0,1,0,0
NY,11731,0,0,0,0,1
NY,11732,0,0,1,0,0
NY,11733,0,0,4,1,1
NY,11735,0,0,21,42,1
NY,11738,0,0,2,0,0
NY,11739,0,0,1,0,2
NY,11740,0,0,0,0,1
NY,11741,0,0,4,2,0
NY,11742,0,0,1,8,2
NY,11743,0,0,3,14,4
NY,11746,0,0,5,0,3
NY,11747,0,1,109,174,22
NY,11749,0,0,4,28,2
NY,11751,0,0,0,2,0
NY,11753,0,0,4,0,0
NY,11755,0,0,2,0,0
NY,11757,0,1,1,0,0
NY,11758,0,0,1,0,0
NY,11763,0,0,0,5,2
NY,11764,0,0,0,0,1
NY,11767,0,0,2,0,0
NY,11768,0,0,2,1,1
NY,11771,0,1,0,0,1
NY,11772,0,0,3,1,1
NY,11776,0,0,1,0,0
NY,11777,0,0,3,10,2
NY,11779,0,0,14,5,1
NY,11780,0,0,3,0,0
NY,11782,0,0,1,0,0
NY,11787,0,0,3,7,0
NY,11788,0,1,25,24,7
NY,11790,0,0,17,27,42
NY,11791,0,0,5,9,1
NY,11792,0,0,1,0,0
NY,11793,0,2,2,0,1
NY,11795,0,0,1,0,0
NY,11797,0,0,1,1,0
NY,11798,0,0,2,0,0
NY,11801,0,0,19,15,2
NY,11803,0,0,24,13,6
NY,11901,0,1,3,2,3
NY,11930,0,0,0,1,0
NY,11933,0,0,0,2,0
NY,11934,0,0,1,0,0
NY,11940,0,0,1,0,0
NY,11957,0,0,1,0,0
NY,11962,0,0,0,0,1
NY,11967,0,0,4,5,0
NY,11969,0,0,1,0,0
NY,11973,0,0,2,17,5
NY,11978,0,0,7,3,0
NY,11980,0,1,7,0,0
NY,12009,0,0,2,0,0
