state,Zip,1.0,2.0,3.0,4.0,5.0
GA,30517,0,0,8,0,2
GA,30518,0,0,10,2,3
GA,30521,0,1,1,0,0
GA,30523,0,0,4,0,0
GA,30525,0,0,3,1,0
GA,30528,0,0,9,0,1
GA,30529,0,0,3,1,0
GA,30530,0,0,2,1,0
GA,30531,0,1,7,9,0
GA,30533,0,0,6,5,0
GA,30534,0,0,6,2,0
GA,30538,0,0,2,2,0
GA,30540,0,0,2,1,0
GA,30542,0,2,6,1,2
GA,30548,0,0,3,0,0
GA,30549,0,0,5,0,0
GA,30552,0,0,3,0,0
GA,30553,0,1,3,3,0
GA,30563,1,1,0,0,0
GA,30565,0,0,3,0,0
GA,30566,0,0,1,0,0
GA,30567,0,1,1,0,0
GA,30568,0,0,4,0,0
GA,30577,0,2,10,0,0
GA,30599,0,0,3,0,0
GA,30601,0,0,3,3,5
GA,30602,0,2,20,12,2
GA,30603,0,0,2,0,0
GA,30605,0,0,1,1,0
GA,30606,0,0,4,3,1
GA,30607,0,0,0,1,0
GA,30612,0,0,23,15,3
GA,30622,0,0,7,6,0
GA,30625,0,0,0,2,0
GA,30629,0,0,3,0,0
GA,30630,0,0,0,1,0
GA,30635,0,0,4,2,0
GA,30642,0,0,4,0,0
GA,30643,0,0,6,1,1
GA,30648,0,0,1,0,0
GA,30650,0,0,12,0,0
GA,30655,0,0,1,0,0
GA,30656,0,0,8,2,7
GA,30662,0,0,4,0,0
GA,30673,0,0,3,0,0
GA,30677,0,0,1,1,0
GA,30680,0,0,16,7,0
GA,30683,0,0,0,1,0
GA,30701,0,0,4,0,0
GA,30703,0,0,19,6,2
GA,30705,0,0,6,2,2
GA,30707,0,0,4,1,0
GA,30708,0,0,1,0,0
GA,30720,0,0,2,1,0
GA,30721,0,0,3,0,0
GA,30722,0,0,46,11,1
GA,30724,0,0,1,0,0
GA,30728,0,0,3,0,0
GA,30730,0,1,2,1,0
GA,30736,0,0,16,1,0
GA,30741,0,0,4,5,0
GA,30742,0,0,1,0,0
GA,30746,0,0,6,0,0
GA,30747,0,0,4,0,0
GA,30750,0,1,0,0,0
GA,30752,0,0,3,0,0
GA,30753,0,0,1,0,0
GA,30802,0,0,0,0,4
GA,30809,0,0,9,11,4
GA,30813,0,0,2,1,0
GA,30817,0,0,2,4,1
GA,30824,0,0,4,9,5
GA,30828,0,0,3,5,1
GA,30830,0,0,22,15,4
GA,30833,0,0,2,4,1
GA,30901,0,0,9,8,1
GA,30903,0,0,0,1,0
GA,30904,0,0,2,1,0
GA,30905,0,0,38,22,11
GA,30906,0,0,13,2,0
GA,30907,0,0,4,0,0
GA,30909,0,0,14,10,2
GA,30912,0,0,2,0,0
GA,30914,0,5,95,144,21
GA,31001,0,0,2,8,5
GA,31006,0,0,5,3,0
GA,31007,0,0,0,1,0
GA,31010,0,0,0,2,0
GA,31014,0,0,1,6,0
GA,31015,0,0,3,1,0
GA,31021,0,0,3,6,2
GA,31023,0,0,4,9,4
GA,31024,0,0,1,6,0
GA,31029,0,0,2,2,0
GA,31030,0,1,1,1,4
GA,31031,0,0,1,6,0
GA,31032,0,0,1,6,0
GA,31033,0,0,1,0,0
GA,31036,0,0,2,6,0
GA,31040,0,0,2,13,0
GA,31044,0,0,9,14,18
GA,31046,0,0,2,6,0
GA,31047,0,0,3,0,0
GA,31055,0,0,2,0,0
GA,31059,0,0,3,10,0
GA,31061,0,0,5,0,0
GA,31063,0,0,1,2,0
GA,31064,0,0,2,0,0
GA,31068,0,0,1,0,0
GA,31069,0,0,13,7,0
GA,31076,0,0,1,1,0
GA,31078,0,0,0,0,1
GA,31079,0,0,1,6,0
GA,31085,0,0,2,0,0
GA,31087,0,0,1,6,0
GA,31088,0,0,3,4,0
GA,31089,0,0,2,0,0
GA,31092,0,0,2,2,0
GA,31093,0,0,4,5,3
GA,31095,0,0,8,38,7
GA,31096,0,2,0,0,0
GA,31098,0,0,12,7,2
GA,31201,0,0,4,0,2
GA,31204,0,2,56,39,8
GA,31206,0,0,3,1,0
GA,31210,0,0,1,2,0
GA,31211,0,0,1,0,0
GA,31216,0,0,4,0,0
GA,31217,0,0,2,0,0
GA,31305,0,0,1,1,0
GA,31308,0,0,3,1,0
GA,31310,0,0,2,0,2
GA,31313,0,0,4,1,0
GA,31314,0,0,4,5,0
GA,31315,0,0,18,26,6
GA,31320,0,0,10,14,3
GA,31322,0,0,7,1,0
GA,31324,0,1,3,1,3
GA,31326,0,0,5,1,0
GA,31328,0,0,15,19,7
GA,31329,0,0,1,0,0
GA,31401,0,0,3,3,1
GA,31402,0,0,10,29,2
GA,31403,0,3,76,156,25
GA,31404,0,0,1,4,0
GA,31405,0,4,5,3,2
GA,31406,0,2,6,1,1
GA,31407,0,0,2,1,0
GA,31408,0,0,7,1,0
GA,31415,0,0,8,2,1
GA,31418,0,0,1,0,0
GA,31419,0,0,0,1,4
GA,31421,0,0,1,0,0
GA,31501,0,1,7,1,0
GA,31502,0,1,11,4,2
GA,31503,0,0,2,0,0
GA,31510,0,0,2,0,0
GA,31513,0,0,2,1,0
GA,31515,0,0,1,6,0
GA,31516,0,0,3,0,0
GA,31520,0,0,19,4,3
GA,31522,0,0,1,0,0
GA,31523,0,1,0,0,0
GA,31525,0,0,3,1,1
GA,31533,1,0,3,1,0
GA,31535,0,0,5,1,0
GA,31537,0,0,3,5,2
GA,31539,0,0,2,7,3
GA,31547,0,2,15,5,0
GA,31548,0,1,3,0,0
GA,31553,0,1,0,0,0
GA,31554,0,0,0,0,1
GA,31558,0,0,1,5,0
GA,31598,0,0,2,3,0
GA,31601,0,0,5,1,0
GA,31602,0,2,8,1,0
GA,31603,0,0,18,4,4
GA,31605,0,0,1,0,0
GA,31620,0,0,1,0,0
GA,31632,0,0,2,1,0
GA,31634,0,0,3,0,0
GA,31635,0,2,4,0,0
GA,31636,0,0,2,0,0
GA,31639,0,0,2,0,0
GA,31642,0,0,2,0,0
GA,31643,0,1,1,0,2
GA,31647,0,0,1,0,0
GA,31650,0,0,1,0,0
GA,31699,0,0,2,1,0
GA,31701,0,1,9,7,1
GA,31703,0,0,53,43,5
GA,31704,0,0,1,0,0
GA,31705,0,1,4,1,0
GA,31706,0,0,1,1,0
GA,31707,0,0,2,0,0
GA,31709,0,1,3,2,0
GA,31714,0,0,2,0,0
GA,31719,0,0,1,0,0
GA,31720,0,0,1,0,0
GA,31730,2,0,6,0,1
GA,31750,0,0,1,1,0
GA,31763,1,0,0,1,0
GA,31768,0,1,2,1,0
GA,31773,0,0,2,0,0
GA,31774,0,0,5,1,1
GA,31779,0,0,2,0,1
GA,31780,0,0,3,0,0
GA,31788,0,0,4,1,1
GA,31791,0,0,2,2,1
GA,31792,0,0,22,4,5
GA,31793,0,0,6,4,4
GA,31794,0,3,11,2,1
GA,31820,0,0,10,41,12
GA,31831,0,0,1,1,0
GA,31833,0,0,3,4,0
GA,31901,0,0,4,1,0
GA,31902,0,0,3,4,0
GA,31904,0,0,1,0,2
GA,31905,0,0,2,1,0
GA,31906,0,2,75,92,17
GA,31907,0,0,3,0,0
GA,31909,0,0,1,1,0
GA,31995,0,0,21,8,10
GA,39813,0,0,2,0,0
GA,39817,0,0,6,1,0
GA,39819,0,0,0,2,1
GA,39828,0,0,1,0,0
GA,39832,0,0,1,1,0
GA,39840,0,0,2,0,0
GA,39842,0,0,4,0,0
GA,39845,0,0,2,0,0
GA,39846,0,0,2,0,0
GA,39851,0,0,2,0,0
GA,39897,0,0,1,3,6
HI,96701,0,0,16,34,1
HI,96706,0,0,0,9,0
HI,96707,0,0,8,0,0
HI,96717,0,0,0,1,1
HI,96718,0,0,3,2,1
HI,96720,0,0,13,27,1
HI,96727,0,0,0,0,1
HI,96732-2968,0,0,1,0,0
HI,96733,0,0,0,0,2
HI,96734,0,0,11,4,0
HI,96738,0,0,1,0,0
HI,96740,0,0,2,0,0
HI,96740-2440,0,0,1,0,0
HI,96743,0,0,2,5,1
HI,96744,0,0,5,10,0
HI,96745,0,0,3,0,1
HI,96746,0,2,0,0,0
HI,96749,0,0,1,0,0
HI,96750,0,0,0,9,0
HI,96752,0,0,1,0,0
HI,96753,0,0,4,2,0
HI,96756,0,0,5,0,0
HI,96759,0,0,3,0,0
HI,96761,0,0,1,0,0
HI,96766,0,0,7,6,1
HI,96767,0,0,2,0,0
HI,96776,0,1,0,0,0
HI,96782,0,0,1,2,0
HI,96786,0,2,25,26,3
HI,96788,0,0,0,0,1
HI,96789,0,0,3,0,1
HI,96790,0,0,0,1,0
HI,96792,0,0,0,0,1
HI,96793,0,0,10,35,5
HI,96796,0,0,0,2,0
HI,96797,0,1,5,2,0
HI,96813,0,1,4,5,1
HI,96814,0,0,2,1,0
HI,96817,0,0,2,2,0
HI,96819,0,0,2,4,1
HI,96822,0,0,2,1,0
HI,96822-2223,0,0,0,0,1
HI,96823,0,1,187,192,41
HI,96843,0,0,1,1,0
HI,96850,0,0,0,1,0
HI,96853,0,0,6,4,0
HI,96854,0,0,1,0,0
HI,96857,0,0,4,31,5
HI,96858,0,0,13,36,2
HI,96859,0,0,9,12,14
HI,96860,0,0,9,16,0
HI,96861,0,0,2,17,1
IA,50021,0,0,6,3,0
IA,50002,0,0,2,0,0
IA,50003-1638,0,1,1,0,0
IA,50005-5058,0,0,1,0,0
IA,50006,0,0,1,0,0
IA,50007,0,0,2,0,0
IA,50009,0,0,8,3,0
IA,50009-1941,0,0,1,0,0
IA,50009-2100,0,0,1,0,0
IA,50010,0,5,55,33,22
IA,50010-6135,0,0,1,0,0
IA,50011,0,0,12,11,35
IA,50022,0,0,4,2,0
IA,50023,0,0,13,11,2
IA,50025,0,1,1,0,0
IA,50028,0,0,1,0,0
IA,50035,0,1,2,1,0
IA,50036,0,0,0,1,0
IA,50037,0,0,4,8,0
IA,50048,0,0,1,0,0
IA,50049,0,0,0,2,0
IA,50049-0479,0,0,1,0,0
IA,50061,0,0,2,3,0
IA,50062,0,0,1,0,0
IA,50063,0,0,1,0,0
IA,50066,0,0,1,0,0
IA,50073,0,0,2,0,0
IA,50075,0,0,2,0,0
IA,50107,0,0,1,1,0
IA,50111,0,0,1,0,0
IA,50112,0,0,5,2,1
IA,50112-1213,0,0,1,0,0
IA,50112-1833,0,0,3,0,2
IA,50112-7049,0,0,1,0,0
IA,50116,0,0,1,0,0
IA,50124,0,0,1,0,0
IA,50125,0,0,4,1,0
IA,50126,0,0,11,3,0
IA,50128,0,0,1,0,0
IA,50129,0,2,2,0,0
IA,50130,0,0,1,0,0
IA,50131,0,0,31,43,10
IA,50131-1603,0,0,0,1,0
IA,50138,0,0,3,0,0
IA,50138-2532,0,0,1,1,0
IA,50140,0,0,2,1,0
IA,50143,0,0,1,0,0
IA,50144,0,0,2,0,0
IA,50153,0,0,1,0,0
IA,50157,0,0,0,1,0
IA,50158,0,4,13,18,0
IA,50158-2620,0,1,0,0,0
IA,50164,0,0,2,1,0
IA,50171,0,0,2,0,0
IA,50201,0,0,1,2,0
IA,50201-0209,0,0,1,0,0
IA,50201-2004,0,0,1,0,0
IA,50201-2726,0,0,1,0,0
IA,50206,0,0,2,0,0
IA,50208,0,1,11,1,0
IA,50208-3019,0,0,0,1,0
IA,50211,0,0,1,0,0
IA,50212,0,0,1,0,0
IA,50213,0,1,4,3,0
IA,50213-0467,0,0,1,0,0
IA,50213-0479,0,0,0,1,0
IA,50213-1619,0,0,2,2,1
IA,50216,0,0,2,2,0
IA,50217,0,0,2,0,0
IA,50219,0,2,7,10,1
IA,50220,0,1,1,0,0
IA,50246,0,0,1,0,0
IA,50247,0,0,1,0,0
IA,50248,0,0,0,0,2
IA,50249-0479,0,0,1,0,0
IA,50257,0,0,1,0,0
IA,50263,0,0,2,0,0
IA,50265,0,0,82,124,5
IA,50266,0,1,14,25,0
IA,50266-0000,0,0,0,1,0
IA,50266-0479,0,0,0,1,0
IA,50266-6776,0,0,0,1,0
IA,50273-0000,0,0,0,1,0
IA,50301,0,0,9,19,3
IA,50301-3023,0,0,3,6,0
IA,50301-5403,0,0,1,0,0
IA,50301-7220,0,0,1,0,0
IA,50305,0,0,1,0,0
IA,50309,0,0,9,13,0
IA,50309-4098,0,0,0,1,1
IA,50312,0,4,232,262,27
IA,50312-5227,0,0,1,0,0
IA,50313,0,0,3,8,0
IA,50313-0367,0,0,1,0,0
IA,50314,0,0,0,2,0
IA,50315,0,0,5,1,0
IA,50315-2605,0,0,1,0,0
IA,50315-7147,0,0,1,0,0
IA,50316,0,0,2,0,0
IA,50316-0000,0,0,1,0,0
IA,50317,0,1,3,0,0
IA,50319,0,0,1,0,0
IA,50320,0,0,1,0,0
IA,50321,0,1,2,0,1
IA,50322,0,6,23,42,6
IA,50323,0,0,3,1,1
IA,50325,0,1,5,9,0
IA,50325-5348,0,0,1,0,0
IA,50327,0,0,5,3,0
IA,50327-0479,0,0,1,2,0
IA,50392,0,0,14,31,4
IA,50401,0,0,13,3,0
IA,50401-6436,0,0,1,0,0
IA,50401-9455,0,0,1,0,0
IA,50401-9480,0,2,0,0,0
IA,50402,0,4,18,35,3
IA,50420,0,0,1,0,0
IA,50421,0,0,1,1,0
IA,50423,0,0,4,0,1
IA,50424,0,0,0,1,0
IA,50428,0,0,4,1,0
IA,50428-1278,0,0,2,1,1
IA,50436,0,0,3,0,0
IA,50436-2032,0,0,1,1,0
IA,50438,0,0,7,4,0
IA,50441,0,0,1,0,0
IA,50451,0,0,1,0,0
IA,50458,0,0,1,0,0
IA,50461,0,0,2,1,0
IA,50466,0,0,1,0,0
IA,50472,0,0,6,2,0
IA,50475,0,0,1,0,0
IA,50478,0,0,1,0,0
IA,50479,0,0,2,0,0
IA,50501,0,2,38,14,1
IA,50501-8435,0,0,1,0,0
IA,50511,0,0,1,3,1
IA,50532,0,1,1,2,1
IA,50533,0,0,6,0,0
IA,50535,0,0,1,0,0
IA,50536,0,0,1,2,0
IA,50540,0,0,1,1,0
IA,50543,0,0,2,0,0
IA,50548,0,0,2,0,0
IA,50559,0,0,1,0,0
IA,50563,0,0,2,0,0
IA,50566,0,0,1,4,0
IA,50568,0,0,0,1,0
IA,50574,0,0,1,0,0
IA,50574-2206,0,0,1,0,0
IA,50577,0,0,2,0,0
IA,50588,0,0,6,2,0
IA,50590,0,0,1,0,0
IA,50595,0,0,2,3,0
IA,50597,0,0,1,2,0
IA,50601,0,0,1,0,0
IA,50602,0,0,2,0,0
IA,50613,0,0,13,33,2
IA,50613-6952,0,0,0,1,0
IA,50614,0,0,3,1,4
IA,50616,0,1,0,2,0
IA,50616-3466,0,0,1,0,0
IA,50622-9504,0,1,0,0,0
IA,50627,0,0,2,0,0
IA,50629,0,0,1,1,0
IA,50638-0097,0,0,3,0,0
IA,50638-1549,0,0,1,0,0
IA,50638-2047,0,0,1,0,0
IA,50641,0,0,1,0,0
IA,50644,0,0,4,3,2
IA,50647,0,0,1,0,0
IA,50659,0,0,9,15,2
IA,50662,0,0,3,0,0
IA,50670,0,0,3,1,0
IA,50674,0,0,1,0,0
IA,50675,0,0,2,0,0
IA,50677,0,0,4,2,1
IA,50677-4022,0,0,0,1,0
IA,50701,0,0,2,1,1
IA,50701-0479,0,0,1,4,0
IA,50702,0,0,10,9,2
IA,50702-2605,0,0,3,0,0
IA,50703,0,0,44,51,4
IA,50704,0,0,1,0,0
IA,50707,0,0,1,0,0
IA,50801,0,0,2,2,0
IA,50833,0,0,1,1,0
IA,50841,0,0,3,0,0
IA,50846,0,0,1,2,0
IA,50849,0,0,0,2,0
IA,50851,0,0,4,0,0
IA,50858,0,0,1,0,0
IA,51001,0,0,3,0,0
IA,51003,0,0,1,0,0
IA,51009,0,0,2,0,0
IA,51012,0,1,3,1,0
IA,51020,0,0,1,0,0
IA,51023,0,0,1,0,0
IA,51025,0,1,4,4,0
IA,51028,0,0,2,0,0
IA,51031,0,0,10,1,0
IA,51031-0367,0,0,1,0,0
IA,51031-1829,0,0,2,0,0
IA,51040-8690,0,0,1,0,0
IA,51041,0,0,3,1,0
IA,51046,0,1,0,0,0
IA,51054,0,0,8,10,0
IA,51101,0,2,53,61,2
IA,51101-1213,0,0,2,0,0
IA,51101-1246,0,0,0,1,0
IA,51101-2605,0,0,1,0,0
IA,51102,0,0,1,0,0
IA,51103,0,0,1,0,0
IA,51103-1705,0,0,1,0,0
IA,51104,0,0,1,0,0
IA,51105,0,0,6,0,0
IA,51106,0,0,5,2,0
IA,51111,0,0,3,0,0
IA,51201,0,0,8,2,0
IA,51232,0,0,3,0,0
IA,51237,0,0,3,1,0
IA,51238,0,0,1,0,0
IA,51241,0,0,0,1,1
IA,51246,0,0,0,2,0
IA,51247,0,0,1,7,1
IA,51250,0,0,11,11,0
IA,51250-2120,0,0,1,3,0
IA,51301,0,0,3,11,1
IA,51301-3801,0,0,1,0,0
IA,51334,0,0,1,8,0
IA,51338,0,0,1,0,0
IA,51342,0,0,5,0,0
IA,51351,0,0,3,0,0
IA,51358,0,0,1,0,0
IA,51360,0,0,6,0,1
IA,51363,0,0,2,1,0
IA,51401,0,0,4,3,0
IA,51430,0,0,1,0,0
IA,51431,0,0,1,1,0
IA,51442,0,5,3,0,4
IA,51443,0,0,1,0,0
IA,51445,0,0,1,0,0
IA,51449,0,0,2,0,0
IA,51450,0,1,0,0,0
IA,51455,0,0,3,0,0
IA,51459,0,0,6,3,0
IA,51466,0,0,1,0,0
IA,51501,0,0,5,5,1
IA,51502,0,1,24,20,4
IA,51503,0,1,3,2,0
IA,51503-9030,0,0,0,1,0
IA,51531,0,0,1,0,1
IA,51534,0,0,1,0,0
IA,51535,0,0,0,0,1
IA,51537,0,0,1,1,0
IA,51537-6607,0,0,2,0,0
IA,51542,0,0,0,0,1
IA,51546,0,0,3,5,0
IA,51551,0,0,2,0,0
IA,51555,0,0,2,2,0
IA,51560,0,0,5,1,1
IA,51561,0,0,2,0,0
IA,51566,0,0,1,0,0
IA,51575,0,0,0,2,0
IA,51591,0,0,3,0,0
IA,51593,0,0,1,0,0
IA,51601,0,0,1,10,0
IA,51632,0,1,0,1,0
IA,51638,0,0,2,0,0
IA,51640,0,0,0,4,0
IA,51648,0,0,4,0,0
IA,52001,0,1,16,4,3
IA,52002,0,0,4,1,0
IA,52002-2809,0,0,0,1,0
IA,52003,0,0,1,2,0
IA,52003-1278,0,0,3,2,0
IA,52004,0,20,95,96,17
IA,52031,0,0,0,5,0
IA,52033,0,0,4,0,2
IA,52036,0,0,0,1,0
IA,52040,0,1,6,9,0
IA,52043,0,0,2,0,0
IA,52045,0,1,2,0,0
IA,52046,0,0,1,0,0
IA,52052,0,0,0,1,0
IA,52057,0,0,3,6,0
IA,52060,0,0,6,0,0
IA,52101,0,0,6,0,1
IA,52101-1700,0,0,1,0,0
IA,52136,0,0,0,3,0
IA,52147,0,0,1,0,0
IA,52159,0,1,0,0,0
IA,52162,0,0,2,6,0
IA,52172-1413,0,1,0,0,0
IA,52175,0,0,1,4,2
IA,52202,0,0,2,0,0
IA,52203,0,0,2,4,0
IA,52205,0,0,5,0,0
IA,52208,0,0,1,1,0
IA,52209-0367,0,0,2,0,0
IA,52211,0,0,4,0,0
IA,52214,0,0,2,0,0
IA,52220,0,0,2,0,0
IA,52233,0,1,5,2,3
IA,52240,0,0,33,24,9
IA,52240-4723,0,0,2,0,0
IA,52241,0,0,15,4,2
IA,52241-0479,0,0,0,1,0
IA,52242,0,1,69,119,178
IA,52247,0,0,3,3,0
IA,52302,0,0,2,0,1
IA,52306,0,0,0,2,0
IA,52310,0,1,2,1,0
IA,52317,0,0,3,0,0
IA,52324,0,0,1,9,0
IA,52327,0,0,3,1,0
IA,52328-9605,0,0,1,0,0
IA,52339-2310,0,0,1,0,0
IA,52340-2605,0,0,1,0,0
IA,52345,0,0,1,0,0
IA,52346,0,0,2,0,0
IA,52349,0,0,2,0,0
IA,52352,0,0,0,1,0
IA,52353,0,0,2,1,2
IA,52353-2594,0,0,1,0,0
IA,52356,0,0,0,0,3
IA,52358-0479,0,0,1,1,0
IA,52401,0,1,120,143,6
IA,52401-1702,0,0,2,1,0
IA,52402,0,0,8,6,1
IA,52402-1918,0,0,1,0,0
IA,52402-2008,0,0,1,0,0
IA,52402-2411,0,0,2,0,0
IA,52403,0,0,2,0,0
IA,52404,0,1,13,3,0
IA,52404-4606,0,0,1,0,0
IA,52404-5260,0,0,0,0,1
IA,52405,0,0,7,1,1
IA,52405-2605,0,0,1,0,0
IA,52411-7754,0,0,3,7,2
IA,52498,0,0,1,2,0
IA,52498-0001,0,0,0,4,0
IA,52501,0,0,22,20,10
IA,52501-0479,0,0,0,2,0
IA,52531,0,0,0,3,0
IA,52531-0479,0,0,0,2,0
IA,52537,0,0,0,2,3
IA,52544,0,0,4,6,0
IA,52544-0479,0,0,1,0,0
IA,52544-8573,0,0,1,0,0
IA,52553,0,0,3,0,0
IA,52556,0,2,8,6,0
IA,52563,0,0,2,0,0
IA,52565,0,0,2,0,0
IA,52577,0,0,5,2,0
IA,52577-0479,0,0,1,0,0
IA,52591,0,0,0,1,0
IA,52601,0,1,19,3,0
IA,52601-2000,0,0,1,0,0
IA,52601-4758,0,0,0,1,0
IA,52601-8945,0,0,1,0,0
IA,52627,1,0,12,3,0
IA,52627-9533,0,0,1,0,0
IA,52632,0,0,1,0,0
IA,52637-9496,0,0,1,0,0
IA,52640,0,0,0,0,1
IA,52641,0,0,2,0,1
IA,52655,0,0,7,41,1
IA,52655-8621,0,0,1,0,0
IA,52722,0,3,14,2,2
IA,52730,0,0,0,1,0
IA,52730-0056,0,0,1,0,0
IA,52730-9698,0,0,1,0,0
IA,52732,0,1,14,18,3
IA,52732-4338,0,0,1,0,0
IA,52738,0,0,2,2,0
IA,52742,0,0,2,0,0
IA,52748,0,0,0,1,0
IA,52754,0,0,1,0,0
IA,52761,0,0,8,15,2
IA,52761-4599,0,0,1,0,0
IA,52773,0,0,2,0,0
IA,52776,0,0,5,3,0
IA,52778,0,0,0,0,2
IA,52801,0,0,3,6,3
IA,52802,0,0,10,1,0
IA,52803,0,0,3,2,0
IA,52803-5214,0,0,3,0,0
IA,52804,0,1,33,69,8
IA,52804-1707,0,0,2,0,0
IA,52806,0,1,5,7,0
IA,52807,0,2,5,6,1
IA,52807-4606,0,0,1,0,0
ID,83201,0,0,49,29,55
ID,83202,0,2,2,0,3
ID,83203,0,0,1,0,0
ID,83204,0,0,1,0,0
ID,83206,0,1,15,15,8
ID,83209,0,0,1,0,0
ID,83211,0,0,3,0,0
ID,83221,0,3,8,2,1
ID,83234,1,0,0,0,0
ID,83276,0,0,0,3,1
ID,83277,0,0,0,1,0
ID,83301,0,2,33,18,2
ID,83303,1,2,14,11,5
ID,83313,0,0,1,0,0
ID,83318,0,2,9,10,2
ID,83330,0,0,2,2,0
ID,83333,0,2,1,3,0
ID,83338,0,0,2,1,0
ID,83340,0,0,4,5,0
ID,83347,0,0,0,2,0
ID,83350,1,0,0,0,0
ID,83355,0,1,0,0,0
ID,83401,0,1,32,23,5
ID,83402,0,0,11,4,2
ID,83404,0,1,20,13,1
ID,83405,0,0,2,0,0
ID,83406,0,0,2,0,0
ID,83415,0,0,3,14,2
ID,83423,0,0,9,0,0
ID,83428,0,0,2,0,0
ID,83440,0,0,5,1,1
ID,83442,0,1,2,2,0
ID,83460,0,0,1,2,0
ID,83467,0,0,1,12,0
ID,83472,0,0,0,2,0
ID,83501,0,3,22,27,2
ID,83520,0,0,1,4,0
ID,83536,0,0,0,1,0
ID,83539,0,0,0,3,0
ID,83540,0,0,2,1,1
ID,83544,0,0,10,1,24
ID,83604,0,0,10,0,0
ID,83605,0,1,8,12,0
ID,83607,0,0,1,0,1
ID,83610,0,0,1,0,0
ID,83611,0,0,6,0,0
ID,83612,0,0,10,0,0
ID,83616,0,2,2,2,0
ID,83617,0,0,1,2,0
ID,83619,0,0,2,3,0
ID,83631,0,0,6,0,0
ID,83637,0,0,6,0,0
ID,83638,0,0,1,1,0
ID,83642,0,3,59,12,4
ID,83646,0,2,0,1,0
ID,83647,0,0,13,0,1
ID,83648,0,0,2,0,1
ID,83651,0,1,25,0,0
ID,83654,0,0,16,0,0
ID,83655,1,0,0,0,0
ID,83661,0,1,5,2,1
ID,83669,0,1,0,0,0
ID,83672,0,0,6,0,0
ID,83680,0,0,1,0,0
ID,83687,1,0,25,10,4
ID,83701,0,4,153,217,9
ID,83702,0,0,4,3,1
ID,83703,0,0,4,0,0
ID,83704,0,0,4,2,1
ID,83705,0,1,5,7,0
ID,83706,0,2,4,3,0
ID,83707,0,0,1,0,0
ID,83708,0,6,158,184,14
ID,83709,0,2,11,2,2
ID,83712,0,0,9,9,2
ID,83713,0,0,3,1,0
ID,83714,0,0,10,5,0
ID,83716,0,0,0,2,0
ID,83719,0,0,0,1,0
ID,83725,0,0,1,1,9
ID,83805,0,2,0,6,0
ID,83806,0,0,4,0,0
ID,83814,0,1,16,10,6
ID,83815,0,0,2,1,0
ID,83816,0,0,1,0,0
ID,83822,0,0,0,2,0
ID,83833,0,0,1,0,0
ID,83835,0,0,3,2,1
ID,83843,0,0,11,6,0
ID,83844,0,1,1,0,4
ID,83852,0,0,0,0,1
ID,83854,0,0,4,0,0
ID,83858,0,0,2,0,0
ID,83860,0,1,0,1,0
ID,83861,0,1,3,5,0
ID,83864,0,0,14,26,3
ID,83867,0,0,3,3,0
ID,83871,0,1,0,0,0
ID,83877,0,1,1,0,1
ID,99403,0,0,1,0,0
IL,55474,0,0,0,2,0
IL,60002,0,0,1,0,0
IL,60004,0,1,34,41,8
IL,60005,0,0,0,1,0
IL,60007,0,0,22,36,9
IL,60008,0,0,23,28,3
IL,60010,0,0,7,16,2
IL,60012,0,0,0,1,4
IL,60013,0,0,3,2,1
IL,60014,0,1,7,1,0
IL,60015,0,1,68,144,29
IL,60017,0,0,17,16,10
IL,60018,0,0,18,48,1
IL,60022,0,1,0,0,0
IL,60025,0,0,0,1,0
IL,60026,0,0,3,19,0
IL,60030,0,0,2,0,0
IL,60031,0,0,7,1,0
IL,60033,0,0,0,1,0
IL,60035,0,0,3,3,0
IL,60037,0,0,2,1,0
IL,60041,0,0,1,1,0
IL,60044,0,0,0,5,0
IL,60045,0,0,18,46,4
IL,60046,0,0,1,0,0
IL,60047,0,0,12,2,2
IL,60048,0,1,18,14,0
IL,60050,0,0,1,1,0
IL,60051,0,0,13,10,3
IL,60053,0,0,2,2,1
IL,60056,0,0,34,12,9
IL,60060,0,0,1,6,1
IL,60061,0,1,30,55,1
IL,60062,0,0,2,2,0
IL,60064,0,1,21,83,19
IL,60065,0,0,27,53,8
IL,60067,0,0,5,7,5
IL,60068,0,1,5,2,1
IL,60069,0,0,15,26,2
IL,60070,0,0,2,1,3
IL,60072,0,0,1,0,0
IL,60073,0,0,10,53,9
IL,60074,0,0,1,0,0
IL,60076,0,1,5,0,0
IL,60077,0,0,24,16,6
IL,60079,2,0,18,30,6
IL,60083,0,0,0,1,0
IL,60084,0,0,2,3,0
IL,60085,0,0,5,0,1
IL,60088,0,0,1,6,1
IL,60089,0,1,15,32,2
IL,60090,0,1,6,4,2
IL,60091,0,0,0,4,0
IL,60093,0,0,5,11,9
IL,60098,0,0,4,6,0
IL,60099,0,0,0,0,1
IL,60099-3662,0,0,0,1,0
IL,60101,0,0,3,1,2
IL,60102,0,0,1,0,1
IL,60103,0,0,5,1,0
IL,60104,0,0,3,0,0
IL,60106,0,0,13,13,0
IL,60107,0,0,1,0,1
IL,60108,0,0,2,2,3
IL,60110,0,1,8,0,0
IL,60112,0,0,1,0,0
IL,60115,0,3,13,3,13
IL,60118,0,0,4,2,0
IL,60120,0,0,19,16,4
IL,60123,0,0,4,0,0
IL,60126,0,0,14,14,0
IL,60130,0,0,1,1,0
IL,60131,0,1,9,4,2
IL,60133,0,0,1,2,0
